industry_code	industry_text	display_level	selectable	sort_sequence
3563	Air and gas compressors	5 	T	00597	
3564	Blowers and fans	5 	T	00598	
3565	Packaging machinery	5 	T	00599	
3566	Speed changers, drives, and gears	5 	T	00600	
3567	Industrial furnaces and ovens	5 	T	00601	
3568	Power transmission equipment, n.e.c.	5 	T	00602	
3569	General industrial machinery, n.e.c.	5 	T	00603	
356X	General industrial machinery	4 	T	00594	
3571	Electronic computers	5 	T	00605	
3572	Computer storage devices	5 	T	00606	
3575	Computer terminals	5 	T	00607	
3577	Computer peripheral equipment, n.e.c.	5 	T	00608	
3578	Calculating and accounting equipment	5 	T	00609	
3579	Office machines, n.e.c.	5 	T	00610	
357X	Computer and office equipment	4 	T	00604	
3581	Automatic vending machines	5 	T	00612	
3582	Commercial laundry equipment	5 	T	00613	
3585	Refrigeration and heating equipment	5 	T	00614	
3586	Measuring and dispensing pumps	5 	T	00615	
3589	Service industry machinery, n.e.c.	5 	T	00616	
358X	Refrigeration and service machinery	4 	T	00611	
3592	Carburetors, pistons, rings, valves	5 	T	00618	
3593	Fluid power cylinders and actuators	5 	T	00619	
3594	Fluid power pumps and motors	5 	T	00620	
3596	Scales and balances, except laboratory	5 	T	00621	
3599	Industrial machinery, n.e.c.	5 	T	00622	
359X	Industrial machinery, n.e.c.	4 	T	00617	
35XX	Industrial machinery and equipment	3 	T	00562	
3612	Transformers, except electronic	5 	T	00625	
3613	Switchgear and switchboard apparatus	5 	T	00626	
361X	Electric distribution equipment	4 	T	00624	
3621	Motors and generators	5 	T	00628	
3624	Carbon and graphite products	5 	T	00629	
3625	Relays and industrial controls	5 	T	00630	
3629	Electrical industrial apparatus, n.e.c.	5 	T	00631	
362X	Electrical industrial apparatus	4 	T	00627	
3631	Household cooking equipment	5 	T	00633	
3632	Household refrigerators and freezers	5 	T	00634	
3633	Household laundry equipment	5 	T	00635	
3634	Electric housewares and fans	5 	T	00636	
3635	Household vacuum cleaners	5 	T	00637	
3639	Household appliances, n.e.c.	5 	T	00638	
363X	Household appliances	4 	T	00632	
3641	Electric lamps	5 	T	00640	
3643	Current-carrying wiring devices	5 	T	00641	
3644	Noncurrent-carrying wiring devices	5 	T	00642	
3645	Residential lighting fixtures	5 	T	00643	
3646	Commercial lighting fixtures	5 	T	00644	
3647	Vehicular lighting equipment	5 	T	00645	
3648	Lighting equipment, n.e.c.	5 	T	00646	
364X	Electric lighting and wiring equipment	4 	T	00639	
3651	Household audio and video equipment	5 	T	00648	
3652	Prerecorded records and tapes	5 	T	00649	
365X	Household audio and video equipment	4 	T	00647	
3661	Telephone and telegraph apparatus	5 	T	00651	
3663	Radio and TV communications equipment	5 	T	00652	
3669	Communications equipment, n.e.c.	5 	T	00653	
366X	Communications equipment	4 	T	00650	
3671	Electron tubes	5 	T	00655	
3672	Printed circuit boards	5 	T	00656	
3674	Semiconductors and related devices	5 	T	00657	
3675	Electronic capacitors	5 	T	00658	
3676	Electronic resistors	5 	T	00659	
3677	Electronic coils and transformers	5 	T	00660	
3678	Electronic connectors	5 	T	00661	
3679	Electronic components, n.e.c.	5 	T	00662	
367X	Electronic components and accessories	4 	T	00654	
3691	Storage batteries	5 	T	00664	
3692	Primary batteries, dry and wet	5 	T	00665	
3694	Engine electrical equipment	5 	T	00666	
3695	Magnetic and optical recording media	5 	T	00667	
3699	Electrical equipment and supplies, n.e.c.	5 	T	00668	
369X	Miscellaneous electrical equipment and supplies	4 	T	00663	
36XX	Electronic and other electric equipment	3 	T	00623	
3711	Motor vehicles and car bodies	5 	T	00671	
3713	Truck and bus bodies	5 	T	00672	
3714	Motor vehicle parts and accessories	5 	T	00673	
3715	Truck trailers	5 	T	00674	
3716	Motor homes	5 	T	00675	
371X	Motor vehicles and equipment	4 	T	00670	
3721	Aircraft	5 	T	00677	
3724	Aircraft engines and engine parts	5 	T	00678	
3728	Aircraft parts and equipment, n.e.c.	5 	T	00679	
372X	Aircraft and parts	4 	T	00676	
3731	Ship building and repairing	5 	T	00681	
3732	Boat building and repairing	5 	T	00682	
373X	Ship and boat building and repairing	4 	T	00680	
3743	Railroad equipment	5 	T	00684	
374X	Railroad equipment	4 	T	00683	
3751	Motorcycles, bicycles, and parts	5 	T	00686	
375X	Motorcycles, bicycles, and parts	4 	T	00685	
3761	Guided missiles and space vehicles	5 	T	00688	
3764	Space propulsion units and parts	5 	T	00689	
3769	Space vehicle equipment, n.e.c.	5 	T	00690	
376X	Guided missiles, space vehicles, parts	4 	T	00687	
3792	Travel trailers and campers	5 	T	00692	
3795	Tanks and tank components	5 	T	00693	
3799	Transportation equipment, n.e.c.	5 	T	00694	
379X	Miscellaneous transportation equipment	4 	T	00691	
37XX	Transportation equipment	3 	T	00669	
3812	Search and navigation equipment	5 	T	00697	
381X	Search and navigation equipment	4 	T	00696	
3821	Laboratory apparatus and furniture	5 	T	00699	
3822	Environmental controls	5 	T	00700	
3823	Process control instruments	5 	T	00701	
3824	Fluid meters and counting devices	5 	T	00702	
3825	Instruments to measure electricity	5 	T	00703	
3826	Analytical instruments	5 	T	00704	
3827	Optical instruments and lenses	5 	T	00705	
3829	Measuring and controlling devices, n.e.c.	5 	T	00706	
382X	Measuring and controlling devices	4 	T	00698	
3841	Surgical and medical instruments	5 	T	00708	
3842	Surgical appliances and supplies	5 	T	00709	
3843	Dental equipment and supplies	5 	T	00710	
3844	X-ray apparatus and tubes	5 	T	00711	
3845	Electromedical equipment	5 	T	00712	
384X	Medical instruments and supplies	4 	T	00707	
385X	Ophthalmic goods	4 	T	00713	
386X	Photographic equipment and supplies	4 	T	00714	
387X	Watches, clocks, watchcases and parts	4 	T	00715	
38XX	Instruments and related products	3 	T	00695	
3911	Jewelry, precious metal	5 	T	00718	
3914	Silverware and plated ware	5 	T	00719	
3915	Jewelers', materials and lapidary work	5 	T	00720	
391X	Jewelry, silverware, and plated ware	4 	T	00717	
393X	Musical instruments	4 	T	00721	
3942	Dolls and stuffed toys	5 	T	00723	
3944	Games, toys, and children's vehicles	5 	T	00724	
3949	Sporting and athletic goods, n.e.c.	5 	T	00725	
394X	Toys and sporting goods	4 	T	00722	
3951	Pens and mechanical pencils	5 	T	00727	
3952	Lead pencils and art goods	5 	T	00728	
3953	Marking devices	5 	T	00729	
3955	Carbon paper and inked ribbons	5 	T	00730	
395X	Pens, pencils, office, and art supplies	4 	T	00726	
3961	Costume jewelry	5 	T	00732	
3965	Fasteners, buttons, needles, and pins	5 	T	00733	
396X	Costume jewelry and notions	4 	T	00731	
3991	Brooms and brushes	5 	T	00735	
3993	Signs and advertising specialities	5 	T	00736	
3995	Burial caskets	5 	T	00737	
3996	Hard surface floor coverings, n.e.c.	5 	T	00738	
3999	Manufacturing industries, n.e.c.	5 	T	00739	
399X	Miscellaneous manufactures	4 	T	00734	
39XX	Miscellaneous manufacturing industries	3 	T	00716	
4011	Railroads, Line-Haul Operating	5 	T	00743	
4013	Railroad Switching and Terminal Establishments	5 	T	00744	
401X	Railroads	4 	T	00742	
40XX	Railroad transportation	3 	T	00741	
4111	Local and Suburban Transit	5 	T	00747	
4119	Local Passenger Transportation, n.e.c.	5 	T	00748	
411X	Local and suburban transportation	4 	T	00746	
412X	Taxicabs	4 	T	00749	
413X	Intercity and rural bus transportation	4 	T	00750	
4141	Local Charter Bus Service	5 	T	00752	
4142	Bus Charter Services, Except Local	5 	T	00753	
414X	Bus charter service	4 	T	00751	
415X	School buses	4 	T	00754	
417X	Bus terminal and service facilities	4 	T	00755	
41XX	Local and interurban passenger transit	3 	T	00745	
4212	Local trucking without storage	5 	T	00758	
4213	Trucking, except local	5 	T	00759	
4214	Local trucking with storage	5 	T	00760	
4215	Courier services, except air	5 	T	00761	
421X	Trucking and courier services, except air	4 	T	00757	
4221	Farm product warehousing and storage	5 	T	00763	
4222	Refrigerated warehousing and storage	5 	T	00764	
4225	General warehousing and storage	5 	T	00765	
4226	Special warehousing and storage, n.e.c.	5 	T	00766	
422X	Public warehousing and storage	4 	T	00762	
423X	Trucking terminal facilities	4 	T	00767	
42XX	Trucking and warehousing	3 	T	00756	
43XX	United States Postal Service	3 	T	00768	
441X	Deep sea foreign transportation of freight	4 	T	00770	
442X	Deep sea domestic transportation of freight	4 	T	00771	
443X	Freight transportation on the Great Lakes	4 	T	00772	
444X	Water transportation of freight, n.e.c.	4 	T	00773	
4481	Deep sea transportation of passengers, except by ferry	5 	T	00775	
4482	Ferries	5 	T	00776	
4489	Water Transportation of Passengers, n.e.c.	5 	T	00777	
448X	Water transportation of passengers	4 	T	00774	
4491	Marine cargo handling	5 	T	00779	
4492	Towing and tugboat services	5 	T	00780	
4493	Marinas	5 	T	00781	
4499	Water Transportation Services, n.e.c.	5 	T	00782	
449X	Water transportation services	4 	T	00778	
44XX	Water transportation	3 	T	00769	
4512	Air transportation, scheduled	5 	T	00785	
4513	Air courier services	5 	T	00786	
451X	Air transportation, scheduled and air courier services	4 	T	00784	
452X	Air transportation, nonscheduled	4 	T	00787	
4581	Airports, Flying Fields, and Airport Terminal Services (aircraft upholstery repair)	5 	T	00789	
458X	Airports, flying fields, and services	4 	T	00788	
45XX	Transportation by air	3 	T	00783	
4612	Crude Petroleum Pipelines	5 	T	00792	
4613	Refined Petroleum Pipelines	5 	T	00793	
4619	Pipelines, n.e.c.	5 	T	00794	
461X	Pipelines, except natural gas	4 	T	00791	
46XX	Pipelines, except natural gas	3 	T	00790	
4724	Travel Agencies	5 	T	00797	
4725	Tour Operators	5 	T	00798	
4729	Arrangement of Passenger Transportation, n.e.c.	5 	T	00799	
472X	Passenger transportation arrangement	4 	T	00796	
473X	Freight transportation arrangement	4 	T	00800	
474X	Rental of railroad cars	4 	T	00801	
4783	Packing and Crating	5 	T	00803	
4785	Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation	5 	T	00804	
4789	Transportation Services, n.e.c.	5 	T	00805	
478X	Miscellaneous transportation services	4 	T	00802	
47XX	Transportation services	3 	T	00795	
4812	Radiotelephone communications	5 	T	00808	
4813	Telephone communications, except radiotelephone	5 	T	00809	
481X	Telephone communications	4 	T	00807	
482X	Telegraph and other communications	4 	T	00810	
4832	Radio Broadcasting Stations	5 	T	00812	
4833	Television Broadcasting Stations	5 	T	00813	
483X	Radio and television broadcasting	4 	T	00811	
484X	Cable and other pay television services	4 	T	00814	
489X	Communication services, n.e.c.	4 	T	00815	
48XX	Communications	3 	T	00806	
491X	Electric services	4 	T	00817	
4922	Natural Gas Transmission	5 	T	00819	
4923	Natural Gas Transmission and Distribution	5 	T	00820	
4924	Natural Gas Distribution	5 	T	00821	
4925	Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or Distribution	5 	T	00822	
492X	Gas production and distribution	4 	T	00818	
4931	Electric and other services combined	5 	T	00824	
4932	Gas and other services combined	5 	T	00825	
4939	Combination Utilities, n.e.c.	5 	T	00826	
493X	Combination utility services	4 	T	00823	
494X	Water supply	4 	T	00827	
4952	Sewerage systems	5 	T	00829	
4953	Refuse systems	5 	T	00830	
4959	Sanitary Services, n.e.c.	5 	T	00831	
495X	Sanitary services	4 	T	00828	
496X	Steam and air-conditioning supply	4 	T	00832	
497X	Irrigation systems	4 	T	00833	
49XX	Electric, gas, and sanitary services	3 	T	00816	
5012	Automobile and other motor vehicles	5 	T	00837	
5013	Motor vehicle supplies and new parts	5 	T	00838	
5014	Tires and tubes	5 	T	00839	
5015	Motor Vehicle Parts, Used	5 	T	00840	
501X	Motor vehicles, parts, and supplies	4 	T	00836	
5021	Furniture	5 	T	00842	
5023	Homefurnishings	5 	T	00843	
502X	Furniture and homefurnishings	4 	T	00841	
5031	Lumber, Plywood, Millwork, and Wood Panels	5 	T	00845	
5032	Brick, Stone, and Related Construction Materials	5 	T	00846	
5033	Roofing, Siding, and Insulation Materials	5 	T	00847	
5039	Construction Materials, n.e.c.	5 	T	00848	
503X	Lumber and construction materials	4 	T	00844	
5043	Photographic Equipment and Supplies	5 	T	00850	
5044	Office Equipment	5 	T	00851	
5045	Computers and Computer Peripheral Equipment and Software	5 	T	00852	
5046	Commercial Equipment, n.e.c.	5 	T	00853	
5047	Medical, Dental, and Hospital Equipment and Supplies	5 	T	00854	
5048	Ophthalmic Goods	5 	T	00855	
5049	Professional Equipment and Supplies, n.e.c.	5 	T	00856	
504X	Professional and commercial equipment	4 	T	00849	
5051	Metals Service Centers and Offices	5 	T	00858	
5052	Coal and Other Minerals and Ores	5 	T	00859	
505X	Metals and minerals, except petroleum	4 	T	00857	
5063	Electrical Apparatus and Equipment, Wiring Supplies, and Construction Materials	5 	T	00861	
5064	Electrical Appliances, Television and Radio Sets	5 	T	00862	
5065	Electronic Parts and Equipment, n.e.c.	5 	T	00863	
506X	Electrical goods	4 	T	00860	
5072	Hardware	5 	T	00865	
5074	Plumbing and Heating Equipment and Supplies	5 	T	00866	
5075	Warm Air Heating and Air-Conditioning Equipment and Supplies	5 	T	00867	
5078	Refrigeration Equipment and Supplies	5 	T	00868	
507X	Hardware, plumbing and heating equipment	4 	T	00864	
5082	Construction and Mining (Except Petroleum) Machinery and Equipment	5 	T	00870	
5083	Farm and Garden Machinery and Equipment	5 	T	00871	
5084	Industrial Machinery and Equipment	5 	T	00872	
5085	Industrial Supplies	5 	T	00873	
5087	Service Establishment Equipment and Supplies	5 	T	00874	
5088	Transportation Equipment and Supplies, Except Motor Vehicles	5 	T	00875	
508X	Machinery, equipment, and supplies	4 	T	00869	
5091	Sporting and recreational goods and supplies	5 	T	00877	
5092	Toys and hobby goods and supplies	5 	T	00878	
5093	Scrap and waste materials	5 	T	00879	
5094	Jewelry, watches, precious stones, and precious metals	5 	T	00880	
5099	Miscellaneous durable goods, n.e.c.	5 	T	00881	
509X	Miscellaneous durable goods	4 	T	00876	
50XX	Wholesale trade--durable goods	3 	T	00835	
5111	Printing and Writing Paper	5 	T	00884	
5112	Stationery and Office Supplies	5 	T	00885	
5113	Industrial and Personal Service Paper	5 	T	00886	
511X	Paper and paper products	4 	T	00883	
512X	Drugs, proprietaries, and sundries	4 	T	00887	
5131	Piece Goods, Notions, and Other Dry Goods	5 	T	00889	
5136	Men's and Boys' Clothing and Furnishings	5 	T	00890	
5137	Women's, Children's, and Infants' Clothing and Accessories	5 	T	00891	
5139	Footwear	5 	T	00892	
513X	Apparel, piece goods, and notions	4 	T	00888	
5142	Package frozen foods	5 	T	00894	
5143	Dairy products, except dried or canned	5 	T	00895	
5144	Poultry and poultry products	5 	T	00896	
5145	Confectionery	5 	T	00897	
5146	Fish and seafoods	5 	T	00898	
5147	Meats and meat products	5 	T	00899	
5148	Fresh fruits and vegetables	5 	T	00900	
5149	Groceries and related products, n.e.c.	5 	T	00901	
514X	Groceries and related products	4 	T	00893	
5153	Grain and Field Beans	5 	T	00903	
5154	Livestock	5 	T	00904	
5159	Farm-Product Raw Materials, n.e.c.	5 	T	00905	
515X	Farm-product raw materials	4 	T	00902	
5162	Plastics Materials and Basic Forms and Shapes	5 	T	00907	
5169	Chemicals and Allied Products, n.e.c.	5 	T	00908	
516X	Chemicals and allied products	4 	T	00906	
5171	Petroleum bulk stations and terminals	5 	T	00910	
5172	Petroleum products wholesalers, except bulk stations and terminals	5 	T	00911	
517X	Petroleum and petroleum products	4 	T	00909	
5181	Beer and Ale	5 	T	00913	
5182	Wine and Distilled Alcoholic Beverages	5 	T	00914	
518X	Beer, wine, and distilled beverages	4 	T	00912	
5191	Farm Supplies	5 	T	00916	
5192	Books, Periodicals, and Newspapers	5 	T	00917	
5193	Flowers, Nursery Stock, and Florists' Supplies	5 	T	00918	
5194	Tobacco and Tobacco Products	5 	T	00919	
5198	Paints, Varnishes, and Supplies	5 	T	00920	
5199	Nondurable Goods, n.e.c.	5 	T	00921	
519X	Miscellaneous nondurable goods	4 	T	00915	
51XX	Wholesale trade--nondurable goods	3 	T	00882	
521X	Lumber and other building materials	4 	T	00924	
523X	Paint, glass, and wallpaper stores	4 	T	00925	
525X	Hardware stores	4 	T	00926	
526X	Retail nurseries and garden stores	4 	T	00927	
527X	Mobile home dealers	4 	T	00928	
52XX	Building materials and garden supplies	3 	T	00923	
531X	Department stores	4 	T	00930	
533X	Variety stores	4 	T	00931	
539X	Miscellaneous general merchandise stores	4 	T	00932	
53XX	General merchandise stores	3 	T	00929	
541X	Grocery stores	4 	T	00934	
542X	Meat and fish markets	4 	T	00935	
543X	Fruit and vegetable markets	4 	T	00936	
544X	Candy, nut, and confectionery stores	4 	T	00937	
545X	Dairy products stores	4 	T	00938	
546X	Retail bakeries	4 	T	00939	
549X	Miscellaneous food stores	4 	T	00940	
54XX	Food stores	3 	T	00933	
551X	New and used car dealers	4 	T	00942	
552X	Used car dealers	4 	T	00943	
553X	Auto and home supply stores	4 	T	00944	
554X	Gasoline service stations	4 	T	00945	
555X	Boat dealers	4 	T	00946	
556X	Recreational vehicle dealers	4 	T	00947	
557X	Motorcycle dealers	4 	T	00948	
559X	Automotive dealers, n.e.c.	4 	T	00949	
55XX	Automotive dealers and service stations	3 	T	00941	
561X	Men's and boys' clothing stores	4 	T	00951	
562X	Women's clothing stores	4 	T	00952	
563X	Women's accessory and specialty stores	4 	T	00953	
564X	Children's and infants' wear stores	4 	T	00954	
565X	Family clothing stores	4 	T	00955	
566X	Shoe stores	4 	T	00956	
569X	Miscellaneous apparel and accessory stores	4 	T	00957	
56XX	Apparel and accessory stores	3 	T	00950	
5712	Furniture Stores	5 	T	00960	
5713	Floor Coverings Stores	5 	T	00961	
5714	Drapery, Curtain, and Upholstery Stores	5 	T	00962	
5719	Miscellaneous Homefurnishings	5 	T	00963	
571X	Furniture and homefurnishings stores	4 	T	00959	
572X	Household appliance stores	4 	T	00964	
5731	Radio, Television, and Consumer Electronics Stores	5 	T	00966	
5734	Computer and Computer Software Stores	5 	T	00967	
5735	Record and Prerecorded Tape Stores	5 	T	00968	
5736	Musical Instruments Stores	5 	T	00969	
573X	Radio, television, and computer stores	4 	T	00965	
57XX	Furniture and homefurnishings stores	3 	T	00958	
5812	Eating places	5 	T	00971	
5813	Drinking places	5 	T	00972	
58XX	Eating and drinking places	3 	T	00970	
591X	Drug stores and proprietary stores	4 	T	00974	
592X	Liquor stores	4 	T	00975	
593X	Used merchandise stores	4 	T	00976	
5941	Sporting goods stores and bicycle shops	5 	T	00978	
5942	Book stores	5 	T	00979	
5943	Stationary stores	5 	T	00980	
5944	Jewelry stores	5 	T	00981	
5945	Hobby, toy, and game shops	5 	T	00982	
5946	Camera and photographic supply stores	5 	T	00983	
5947	Gift, novelty, and souvenir shops	5 	T	00984	
5948	Luggage and leather goods stores	5 	T	00985	
5949	Sewing, needlework, and piece goods stores	5 	T	00986	
594X	Miscellaneous shopping goods stores	4 	T	00977	
5961	Catalog and mail-order houses	5 	T	00988	
5962	Automatic merchandising machine operators	5 	T	00989	
5963	Direct selling establishments	5 	T	00990	
596X	Nonstore retailers	4 	T	00987	
5983	Fuel oil dealers	5 	T	00992	
5984	Liquefied petroleum gas dealers	5 	T	00993	
5989	Fuel dealers, n.e.c.	5 	T	00994	
598X	Fuel dealers	4 	T	00991	
5992	Florists	5 	T	00996	
5993	Tobacco stores and stands	5 	T	00997	
5994	News dealers and newsstands	5 	T	00998	
5995	Optical goods stores	5 	T	00999	
5999	Miscellaneous Retail Stores, n.e.c.	5 	T	01000	
599X	Retail stores, n.e.c.	4 	T	00995	
59XX	Miscellaneous retail	3 	T	00973	
6011	Federal Reserve Banks	5 	T	01004	
6019	Central Reserve Depository Institutions, n.e.c.	5 	T	01005	
601X	Central reserve depositories	4 	T	01003	
6021	National Commercial Banks	5 	T	01007	
6022	State Commercial Banks	5 	T	01008	
6029	Commercial Banks, n.e.c.	5 	T	01009	
602X	Commercial banks	4 	T	01006	
6035	Savings Institutions, Federally Chartered	5 	T	01011	
6036	Savings Institutions, Not Federally Chartered	5 	T	01012	
603X	Savings institutions	4 	T	01010	
6061	Credit Unions, Federally Chartered	5 	T	01014	
6062	Credit Unions, Not Federally Chartered	5 	T	01015	
606X	Credit unions	4 	T	01013	
6081	Branches and Agencies of Foreign Banks	5 	T	01017	
6082	Foreign Trade and International Banking Institutions	5 	T	01018	
608X	Foreign bank and branches and agencies	4 	T	01016	
6091	Nondeposit Trust Facilities	5 	T	01020	
6099	Functions Related to Depository Banking, n.e.c.	5 	T	01021	
609X	Functions closely related to banking	4 	T	01019	
60XX	Depository institutions	3 	T	01002	
611X	Federal and federal-sponsored credit	4 	T	01023	
614X	Personal credit institutions	4 	T	01024	
6153	Short-Term Business Credit Institutions, Except Agricultural	5 	T	01026	
6159	Miscellaneous Business Credit Institutions	5 	T	01027	
615X	Business credit institutions	4 	T	01025	
6162	Mortgage Bankers and Loan Correspondents	5 	T	01029	
6163	Loan Brokers	5 	T	01030	
616X	Mortgage bankers and brokers	4 	T	01028	
61XX	Nondepository institutions	3 	T	01022	
621X	Security brokers and dealers	4 	T	01032	
622X	Commodity contracts brokers, dealers	4 	T	01033	
623X	Security and commodity exchanges	4 	T	01034	
6282	Investment Advice	5 	T	01036	
6289	Services Allied With the Exchange of Securities or Commodities,  n.e.c.	5 	T	01037	
628X	Security and commodity services	4 	T	01035	
62XX	Security and commodity brokers	3 	T	01031	
631X	Life insurance	4 	T	01039	
6321	Accident and Health Insurance	5 	T	01041	
6324	Hospital and Medical Service Plans	5 	T	01042	
632X	Medical service and health insurance	4 	T	01040	
633X	Fire, marine, and casualty insurance	4 	T	01043	
635X	Surety insurance	4 	T	01044	
636X	Title insurance	4 	T	01045	
637X	Pension, health, and welfare funds	4 	T	01046	
639X	Insurance carriers, n.e.c.	4 	T	01047	
63XX	Insurance carriers	3 	T	01038	
64XX	Insurance agents, brokers, and service	3 	T	01048	
6512	Operators of nonresidential buildings	5 	T	01051	
6513	Operators of apartment buildings	5 	T	01052	
6514	Operators of dwellings other than apartment buildings	5 	T	01053	
6515	Operators of residential mobile home sites	5 	T	01054	
6517	Lessors of railroad property	5 	T	01055	
6519	Lessors of Real Property, n.e.c.	5 	T	01056	
651X	Real estate operators and lessors	4 	T	01050	
653X	Real estate agents and managers	4 	T	01057	
654X	Title abstract offices	4 	T	01058	
6552	Land Subdividers and Developers, Except Cemeteries	5 	T	01060	
6553	Cemetery Subdividers and Developers	5 	T	01061	
655X	Subdividers and developers	4 	T	01059	
65XX	Real estate	3 	T	01049	
6712	Offices of Bank Holding Companies	5 	T	01064	
6719	Offices of Holding Companies, n.e.c.	5 	T	01065	
671X	Holding offices	4 	T	01063	
6722	Management Investment Offices, Open-End	5 	T	01067	
6726	Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Office	5 	T	01068	
672X	Investment offices	4 	T	01066	
6732	Educational, Religious, and Charitable Trusts	5 	T	01070	
6733	Trust, Except Educational, Religious, and Charitable	5 	T	01071	
673X	Trusts	4 	T	01069	
6792	Oil Royalty Traders	5 	T	01073	
6794	Patent Owners and Lessors	5 	T	01074	
6798	Real Estate Investment Trusts	5 	T	01075	
6799	Investors, n.e.c.	5 	T	01076	
679X	Miscellaneous investing	4 	T	01072	
67XX	Holding and other investment offices	3 	T	01062	
701X	Hotels and motels	4 	T	01079	
702X	Rooming and boarding houses	4 	T	01080	
7032	Sporting and Recreational Camps	5 	T	01082	
7033	Recreational Vehicle Parks and Campgrounds	5 	T	01083	
703X	Camps and recreational vehicle parks	4 	T	01081	
704X	Membership-basis organization hotels	4 	T	01084	
70XX	Hotels and other lodging places	3 	T	01078	
7211	Power Laundries, Family and Commercial	5 	T	01087	
7212	Garment Pressing, and Agents for Laundries and Drycleaners	5 	T	01088	
7213	Linen Supply	5 	T	01089	
7215	Coin-Operated Laundry and Drycleaning	5 	T	01090	
7216	Drycleaning Plants, Except Rug Cleaning	5 	T	01091	
7217	Carpet and Upholstery Cleaning	5 	T	01092	
7218	Industrial Launderers	5 	T	01093	
7219	Laundry and Garment Services, n.e.c.	5 	T	01094	
721X	Laundry, cleaning, and garment services	4 	T	01086	
722X	Photographic studios, portrait	4 	T	01095	
723X	Beauty shops	4 	T	01096	
724X	Barber shops	4 	T	01097	
725X	Shoe repair and shoeshine parlors	4 	T	01098	
726X	Funeral service and crematories	4 	T	01099	
7291	Tax Return Preparation Services	5 	T	01101	
7299	Miscellaneous Personal Services, n.e.c.	5 	T	01102	
729X	Miscellaneous personal services	4 	T	01100	
72XX	Personal services	3 	T	01085	
7311	Advertising Agencies	5 	T	01105	
7312	Outdoor Advertising Services	5 	T	01106	
7313	Radio, Television, and Publishers' Advertising Representatives	5 	T	01107	
7319	Advertising, n.e.c.	5 	T	01108	
731X	Advertising	4 	T	01104	
7322	Adjustment and Collection Services	5 	T	01110	
7323	Credit Reporting Services	5 	T	01111	
732X	Credit reporting and collection	4 	T	01109	
7331	Direct Mail Advertising Services	5 	T	01113	
7334	Photocopying and Duplicating Services	5 	T	01114	
7335	Commercial Photography	5 	T	01115	
7336	Commercial Art and Graphic Design	5 	T	01116	
7338	Secretarial and Court Reporting	5 	T	01117	
733X	Mailing, reproduction, stenographic	4 	T	01112	
7342	Disinfecting and pest control services	5 	T	01119	
7349	Building cleaning and maintenance services, n.e.c.	5 	T	01120	
734X	Services to buildings	4 	T	01118	
7352	Medical equipment rental and leasing	5 	T	01122	
7353	Heavy construction equipment rental and leasing	5 	T	01123	
7359	Equipment Rental and Leasing, n.e.c.	5 	T	01124	
735X	Miscellaneous equipment rental and leasing	4 	T	01121	
7361	Employment agencies	5 	T	01126	
7363	Help supply services	5 	T	01127	
736X	Personnel supply services	4 	T	01125	
7371	Computer Programming Services	5 	T	01129	
7372	Prepackaged Software	5 	T	01130	
7373	Computer Integrated Systems Design	5 	T	01131	
7374	Computer Processing and Data Preparation and Processing Services	5 	T	01132	
7375	Information Retrieval Services	5 	T	01133	
7376	Computer Facilities Management Services	5 	T	01134	
7377	Computer Rental and Leasing	5 	T	01135	
7378	Computer Maintenance and Repair	5 	T	01136	
7379	Computer Related Services, n.e.c.	5 	T	01137	
737X	Computer and data processing services	4 	T	01128	
7381	Detective, guard, and armored car services	5 	T	01139	
7382	Security systems services	5 	T	01140	
7383	News syndicates	5 	T	01141	
7384	Photofinishing laboratories	5 	T	01142	
7389	Business Services, n.e.c.	5 	T	01143	
738X	Miscellaneous business services	4 	T	01138	
73XX	Business services	3 	T	01103	
7513	Truck Rental and Leasing Without Drivers	5 	T	01146	
7514	Passenger Car Rental	5 	T	01147	
7515	Passenger Car Leasing	5 	T	01148	
7519	Utility Trailers and Recreational Vehicle Rental	5 	T	01149	
751X	Automotive rentals, no drivers	4 	T	01145	
752X	Automobile Parking	4 	T	01150	
7532	Top, Body, and Upholstery Repair Shops and Paint Shops	5 	T	01152	
7533	Automotive Exhaust System Repair Shops	5 	T	01153	
7534	Tire retreading and repair shops	5 	T	01154	
7536	Automotive glass replacement shops	5 	T	01155	
7537	Automotive transmission repair shops	5 	T	01156	
7538	General automotive repair shops	5 	T	01157	
7539	Automotive repair shops, n.e.c.	5 	T	01158	
753X	Automotive Repair Shops	4 	T	01151	
7542	Carwashes	5 	T	01160	
7549	Automotive services, except repairand carwashes	5 	T	01161	
754X	Automotive services, except repair	4 	T	01159	
75XX	Auto repair, services, and parking	3 	T	01144	
7622	Radio and Television Repair Shops	5 	T	01164	
7623	Refrigeration and Air-Conditioning Service and Repair Shops	5 	T	01165	
7629	Electrical and Electronic Repair Shops, n.e.c.	5 	T	01166	
762X	Electrical repair shops	4 	T	01163	
763X	Watch, clock, and jewelry repair	4 	T	01167	
764X	Reupholstery and furniture repair	4 	T	01168	
7692	Welding Repair	5 	T	01170	
7694	Armature Rewinding Shops	5 	T	01171	
7699	Repair Services, n.e.c.	5 	T	01172	
769X	Miscellaneous repair shops	4 	T	01169	
76XX	Miscellaneous repair services	3 	T	01162	
