industry_code	industry_text	display_level	selectable	sort_sequence
42361X	Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant  Wholesalers	6	T	992	
4236XX	Electrical and Electronic Goods Merchant Wholesalers	5	T	991	
42372X	Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers	6	T	997	
42373X	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers	6	T	998	
4237XX	Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers	5	T	995	
42381X	Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers	6	T	1001	
42382X	Farm and Garden Machinery and Equipment Merchant Wholesalers	6	T	1002	
42383X	Industrial Machinery and Equipment Merchant Wholesalers	6	T	1003	
42384X	Industrial Supplies Merchant Wholesalers	6	T	1004	
42385X	Service Establishment Equipment and Supplies Merchant Wholesalers	6	T	1005	
4238XX	Machinery, Equipment, and Supplies Merchant Wholesalers	5	T	1000	
42391X	Sporting and Recreational Goods and Supplies Merchant Wholesalers	6	T	1008	
42393X	Recyclable Material Merchant Wholesalers	6	T	1010	
42399X	Other Miscellaneous Durable Goods Merchant Wholesalers	6	T	1012	
4239XX	Miscellaneous Durable Goods Merchant Wholesalers	5	T	1007	
423XXX	Merchant Wholesalers, Durable Goods	4	T	966	
42413X	Industrial and Personal Service Paper Merchant Wholesalers	6	T	1017	
4241XX	Paper and Paper Product Merchant Wholesalers	5	T	1014	
42421X	Drugs and Druggists' Sundries Merchant Wholesalers	6	T	1019	
4242XX	Drugs and Druggists' Sundries Merchant Wholesalers	5	T	1018	
4243XX	Apparel, Piece Goods, and Notions Merchant Wholesalers	5	T	1020	
42441X	General Line Grocery Merchant Wholesalers	6	T	1026	
42442X	Packaged Frozen Food Merchant Wholesalers	6	T	1027	
42443X	Dairy Product (except Dried or Canned) Merchant Wholesalers	6	T	1028	
42445X	Confectionery Merchant Wholesalers	6	T	1030	
42446X	Fish and Seafood Merchant Wholesalers	6	T	1031	
42448X	Fresh Fruit and Vegetable Merchant Wholesalers	6	T	1033	
42449X	Other Grocery and Related Products Merchant Wholesalers	6	T	1034	
4244XX	Grocery and Related Product Wholesalers	5	T	1025	
42451X	Grain and Field Bean Merchant Wholesalers	6	T	1036	
42452X	Livestock Merchant Wholesalers	6	T	1037	
42459X	Other Farm Product Raw Material Merchant Wholesalers	6	T	1038	
4245XX	Farm Product Raw Material Merchant Wholesalers	5	T	1035	
42469X	Other Chemical and Allied Products Merchant Wholesalers	6	T	1041	
4246XX	Chemical and Allied Products Merchant Wholesalers	5	T	1039	
42471X	Petroleum Bulk Stations and Terminals	6	T	1043	
42472X	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)	6	T	1044	
4247XX	Petroleum and Petroleum Products Merchant Wholesalers	5	T	1042	
42481X	Beer and Ale Merchant Wholesalers	6	T	1046	
42482X	Wine and Distilled Alcoholic Beverage Merchant Wholesalers	6	T	1047	
4248XX	Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers	5	T	1045	
42491X	Farm Supplies Merchant Wholesalers	6	T	1049	
42493X	Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers	6	T	1051	
42499X	Other Miscellaneous Nondurable Goods Merchant Wholesalers	6	T	1054	
4249XX	Miscellaneous Nondurable Goods Merchant Wholesalers	5	T	1048	
424XXX	Merchant Wholesalers, Nondurable Goods	4	T	1013	
42512X	Wholesale Trade Agents and Brokers	6	T	1058	
4251XX	Wholesale Electronic Markets and Agents and Brokers	5	T	1056	
425XXX	Wholesale Electronic Markets and Agents and Brokers	4	T	1055	
44111X	New Car Dealers	6	T	1062	
44112X	Used Car Dealers	6	T	1063	
4411XX	Automobile Dealers	5	T	1061	
44121X	Recreational Vehicle Dealers	6	T	1065	
441221	Motorcycle Dealers	7	T	1067	
441222	Boat Dealers	7	T	1068	
441229	All Other Motor Vehicle Dealers	7	T	1069	
44122X	Motorcycle, Boat, and Other Motor Vehicle Dealers	6	T	1066	
4412XX	Other Motor Vehicle Dealers	5	T	1064	
44131X	Automotive Parts and Accessories Stores	6	T	1071	
44132X	Tire Dealers	6	T	1072	
4413XX	Automotive Parts, Accessories, and Tire Stores	5	T	1070	
441XXX	Motor Vehicle and Parts Dealers	4	T	1060	
44211X	Furniture Stores	6	T	1075	
4421XX	Furniture Stores	5	T	1074	
44221X	Floor Covering Stores	6	T	1077	
4422XX	Home Furnishings Stores	5	T	1076	
442XXX	Furniture and Home Furnishings Stores	4	T	1073	
443111	Household Appliance Stores	7	T	1084	
443112	Radio, Television, and Other Electronics Stores	7	T	1085	
44311X	Appliance, Television, and Other Electronics Stores	6	T	1083	
4431XX	Electronics and Appliance Stores	5	T	1082	
443XXX	Electronics and Appliance Stores	4	T	1081	
44411X	Home Centers	6	T	1090	
44412X	Paint and Wallpaper Stores	6	T	1091	
44413X	Hardware Stores	6	T	1092	
44419X	Other Building Material Dealers	6	T	1093	
4441XX	Building Material and Supplies Dealers	5	T	1089	
44421X	Outdoor Power Equipment Stores	6	T	1095	
44422X	Nursery, Garden Center, and Farm Supply Stores	6	T	1096	
4442XX	Lawn and Garden Equipment and Supplies Stores	5	T	1094	
444XXX	Building Material and Garden Equipment and Supplies Dealers	4	T	1088	
44511X	Supermarkets and Other Grocery (except Convenience) Stores	6	T	1099	
44512X	Convenience Stores	6	T	1100	
4451XX	Grocery Stores	5	T	1098	
44521X	Meat Markets	6	T	1102	
44523X	Fruit and Vegetable Markets	6	T	1104	
445291	Baked Goods Stores	7	T	1106	
44529X	Other Specialty Food Stores	6	T	1105	
4452XX	Specialty Food Stores	5	T	1101	
44531X	Beer, Wine, and Liquor Stores	6	T	1110	
4453XX	Beer, Wine, and Liquor Stores	5	T	1109	
445XXX	Food and Beverage Stores	4	T	1097	
44611X	Pharmacies and Drug Stores	6	T	1113	
44612X	Cosmetics, Beauty Supplies, and Perfume Stores	6	T	1114	
4461XX	Health and Personal Care Stores	5	T	1112	
446XXX	Health and Personal Care Stores	4	T	1111	
44711X	Gasoline Stations with Convenience Stores	6	T	1121	
44719X	Other Gasoline Stations	6	T	1122	
4471XX	Gasoline Stations	5	T	1120	
447XXX	Gasoline Stations	4	T	1119	
44812X	Women's Clothing Stores	6	T	1126	
44814X	Family Clothing Stores	6	T	1128	
44819X	Other Clothing Stores	6	T	1130	
4481XX	Clothing Stores	5	T	1124	
44821X	Shoe Stores	6	T	1132	
4482XX	Shoe Stores	5	T	1131	
44831X	Jewelry Stores	6	T	1134	
4483XX	Jewelry, Luggage, and Leather Goods Stores	5	T	1133	
448XXX	Clothing and Clothing Accessories Stores	4	T	1123	
45111X	Sporting Goods Stores	6	T	1138	
4511XX	Sporting Goods, Hobby, and Musical Instrument Stores	5	T	1137	
45121X	Book Stores and News Dealers	6	T	1143	
45122X	Prerecorded Tape, Compact Disc, and Record Stores	6	T	1146	
4512XX	Book, Periodical, and Music Stores	5	T	1142	
451XXX	Sporting Goods, Hobby, Book, and Music Stores	4	T	1136	
452111	Department Stores (except Discount Department Stores)	7	T	1150	
452112	Discount Department Stores	7	T	1151	
45211X	Department Stores	6	T	1149	
4521XX	Department Stores	5	T	1148	
45291X	Warehouse Clubs and Supercenters	6	T	1153	
45299X	All Other General Merchandise Stores	6	T	1154	
4529XX	Other General Merchandise Stores	5	T	1152	
452XXX	General Merchandise Stores	4	T	1147	
45311X	Florists	6	T	1157	
4531XX	Florists	5	T	1156	
45322X	Gift, Novelty, and Souvenir Stores	6	T	1160	
4532XX	Office Supplies, Stationery, and Gift Stores	5	T	1158	
45331X	Used Merchandise Stores	6	T	1162	
4533XX	Used Merchandise Stores	5	T	1161	
45393X	Manufactured (Mobile) Home Dealers	6	T	1166	
453991	Tobacco Stores	7	T	1168	
453998	All Other Miscellaneous Store Retailers (except Tobacco Stores)	7	T	1169	
45399X	All Other Miscellaneous Store Retailers	6	T	1167	
4539XX	Other Miscellaneous Store Retailers	5	T	1163	
453XXX	Miscellaneous Store Retailers	4	T	1155	
45421X	Vending Machine Operators	6	T	1177	
4542XX	Vending Machine Operators	5	T	1176	
454311	Heating Oil Dealers	7	T	1180	
454312	Liquefied Petroleum Gas (Bottled Gas) Dealers	7	T	1181	
45431X	Fuel Dealers	6	T	1179	
45439X	Other Direct Selling Establishments	6	T	1183	
4543XX	Direct Selling Establishments	5	T	1178	
454XXX	Nonstore Retailers	4	T	1170	
481111	Scheduled Passenger Air Transportation	7	T	1188	
481112	Scheduled Freight Air Transportation	7	T	1189	
48111X	Scheduled Air Transportation	6	T	1187	
4811XX	Scheduled Air Transportation	5	T	1186	
481211	Nonscheduled Chartered Passenger Air Transportation	7	T	1192	
481212	Nonscheduled Chartered Freight Air Transportation	7	T	1193	
481219	Other Nonscheduled Air Transportation	7	T	1194	
48121X	Nonscheduled Air Transportation	6	T	1191	
4812XX	Nonscheduled Air Transportation	5	T	1190	
481XXX	Air Transportation	4	T	1185	
482111	Line-Haul Railroads	7	T	1198	
482112	Short Line Railroads	7	T	1199	
48211X	Rail Transportation	6	T	1197	
4821XX	Rail Transportation	5	T	1196	
482XXX	Rail Transportation	4	T	1195	
483111	Deep Sea Freight Transportation	7	T	1203	
483112	Deep Sea Passenger Transportation	7	T	1204	
483113	Coastal and Great Lakes Freight Transportation	7	T	1205	
48311X	Deep Sea, Coastal, and Great Lakes Water Transportation	6	T	1202	
4831XX	Deep Sea, Coastal, and Great Lakes Water Transportation	5	T	1201	
483211	Inland Water Freight Transportation	7	T	1209	
48321X	Inland Water Transportation	6	T	1208	
4832XX	Inland Water Transportation	5	T	1207	
483XXX	Water Transportation	4	T	1200	
48411X	General Freight Trucking, Local	6	T	1213	
484121	General Freight Trucking, Long-Distance, Truckload	7	T	1215	
484122	General Freight Trucking, Long-Distance, Less Than Truckload	7	T	1216	
48412X	General Freight Trucking, Long-Distance	6	T	1214	
4841XX	General Freight Trucking	5	T	1212	
48421X	Used Household and Office Goods Moving	6	T	1218	
48422X	Specialized Freight (except Used Goods) Trucking, Local	6	T	1219	
48423X	Specialized Freight (except Used Goods) Trucking, Long-Distance	6	T	1220	
4842XX	Specialized Freight Trucking	5	T	1217	
484XXX	Truck Transportation	4	T	1211	
485111	Mixed Mode Transit Systems	7	T	1224	
485112	Commuter Rail Systems	7	T	1225	
485113	Bus and Other Motor Vehicle Transit Systems	7	T	1226	
48511X	Urban Transit Systems	6	T	1223	
4851XX	Urban Transit Systems	5	T	1222	
48521X	Interurban and Rural Bus Transportation	6	T	1229	
4852XX	Interurban and Rural Bus Transportation	5	T	1228	
48531X	Taxi Service	6	T	1231	
48532X	Limousine Service	6	T	1232	
4853XX	Taxi and Limousine Service	5	T	1230	
48541X	School and Employee Bus Transportation	6	T	1234	
4854XX	School and Employee Bus Transportation	5	T	1233	
48551X	Charter Bus Industry	6	T	1236	
4855XX	Charter Bus Industry	5	T	1235	
485991	Special Needs Transportation	7	T	1239	
485999	All Other Transit and Ground Passenger Transportation	7	T	1240	
48599X	Other Transit and Ground Passenger Transportation	6	T	1238	
4859XX	Other Transit and Ground Passenger Transportation	5	T	1237	
485XXX	Transit and Ground Passenger Transportation	4	T	1221	
48611X	Pipeline Transportation of Crude Oil	6	T	1243	
4861XX	Pipeline Transportation of Crude Oil	5	T	1242	
48621X	Pipeline Transportation of Natural Gas	6	T	1245	
4862XX	Pipeline Transportation of Natural Gas	5	T	1244	
4869XX	Other Pipeline Transportation	5	T	1246	
486XXX	Pipeline Transportation	4	T	1241	
48721X	Scenic and Sightseeing Transportation, Water	6	T	1253	
4872XX	Scenic and Sightseeing Transportation, Water	5	T	1252	
48799X	Scenic and Sightseeing Transportation, Other	6	T	1255	
4879XX	Scenic and Sightseeing Transportation, Other	5	T	1254	
487XXX	Scenic and Sightseeing Transportation	4	T	1249	
488119	Other Airport Operations	7	T	1260	
48811X	Airport Operations	6	T	1258	
48819X	Other Support Activities for Air Transportation	6	T	1261	
4881XX	Support Activities for Air Transportation	5	T	1257	
48821X	Support Activities for Rail Transportation	6	T	1263	
4882XX	Support Activities for Rail Transportation	5	T	1262	
48831X	Port and Harbor Operations	6	T	1265	
48832X	Marine Cargo Handling	6	T	1266	
48833X	Navigational Services to Shipping	6	T	1267	
48839X	Other Support Activities for Water Transportation	6	T	1268	
4883XX	Support Activities for Water Transportation	5	T	1264	
48841X	Motor Vehicle Towing	6	T	1270	
48849X	Other Support Activities for Road Transportation	6	T	1271	
4884XX	Support Activities for Road Transportation	5	T	1269	
48851X	Freight Transportation Arrangement	6	T	1273	
4885XX	Freight Transportation Arrangement	5	T	1272	
488991	Packing and Crating	7	T	1276	
48899X	Other Support Activities for Transportation	6	T	1275	
4889XX	Other Support Activities for Transportation	5	T	1274	
488XXX	Support Activities for Transportation	4	T	1256	
49111X	Postal Service	6	T	1280	
4911XX	Postal Service	5	T	1279	
491XXX	Postal Service	4	T	1278	
49211X	Couriers	6	T	1283	
4921XX	Couriers	5	T	1282	
49221X	Local Messengers and Local Delivery	6	T	1285	
4922XX	Local Messengers and Local Delivery	5	T	1284	
492XXX	Couriers and Messengers	4	T	1281	
49311X	General Warehousing and Storage	6	T	1288	
49312X	Refrigerated Warehousing and Storage	6	T	1289	
49313X	Farm Product Warehousing and Storage	6	T	1290	
49319X	Other Warehousing and Storage	6	T	1291	
4931XX	Warehousing and Storage	5	T	1287	
493XXX	Warehousing and Storage	4	T	1286	
51111X	Newspaper Publishers	6	T	1296	
5111XX	Newspaper, Periodical, Book, and Directory Publishers	5	T	1295	
511XXX	Publishing Industries (except Internet)	4	T	1294	
51211X	Motion Picture and Video Production	6	T	1307	
51213X	Motion Picture and Video Exhibition	6	T	1309	
5121XX	Motion Picture and Video Industries	5	T	1306	
51224X	Sound Recording Studios	6	T	1319	
5122XX	Sound Recording Industries	5	T	1315	
512XXX	Motion Picture and Sound Recording Industries	4	T	1305	
51511X	Radio Broadcasting	6	T	1323	
51512X	Television Broadcasting	6	T	1326	
5151XX	Radio and Television Broadcasting	5	T	1322	
51521X	Cable and Other Subscription Programming	6	T	1328	
5152XX	Cable and Other Subscription Programming	5	T	1327	
515XXX	Broadcasting (except Internet)	4	T	1321	
51711X	Wired Telecommunications Carriers	6	T	1334	
5171XX	Wired Telecommunications Carriers	5	T	1333	
517212	Cellular and Other Wireless Telecommunications	7	T	1338	
51721X	Wireless Telecommunications Carriers (except Satellite)	6	T	1336	
5172XX	Wireless Telecommunications Carriers (except Satellite)	5	T	1335	
51751X	Cable and Other Program Distribution	6	T	1344	
5175XX	Cable and Other Program Distribution	5	T	1343	
51791X	Other Telecommunications	6	T	1346	
5179XX	Other Telecommunications	5	T	1345	
517XXX	Telecommunications	4	T	1332	
51821X	Data Processing, Hosting, and Related Services	6	T	1353	
5182XX	Data Processing, Hosting, and Related Services	5	T	1352	
518XXX	Internet Service Providers, Web Search Portals, and Data Processing Services	4	T	1347	
52211X	Commercial Banking	6	T	1366	
52212X	Savings Institutions	6	T	1367	
5221XX	Depository Credit Intermediation	5	T	1365	
522291	Consumer Lending	7	T	1374	
522292	Real Estate Credit	7	T	1375	
522298	All Other Nondepository Credit Intermediation	7	T	1378	
52229X	Other Nondepository Credit Intermediation	6	T	1373	
5222XX	Nondepository Credit Intermediation	5	T	1370	
52232X	Financial Transactions Processing, Reserve, and Clearinghouse Activities	6	T	1381	
52239X	Other Activities Related to Credit Intermediation	6	T	1382	
5223XX	Activities Related to Credit Intermediation	5	T	1379	
522XXX	Credit Intermediation and Related Activities	4	T	1364	
52311X	Investment Banking and Securities Dealing	6	T	1385	
52312X	Securities Brokerage	6	T	1386	
5231XX	Securities and Commodity Contracts Intermediation and Brokerage	5	T	1384	
52393X	Investment Advice	6	T	1394	
5239XX	Other Financial Investment Activities	5	T	1391	
523XXX	Securities, Commodity Contracts, and Other Financial Investments and Related Activities	4	T	1383	
524126	Direct Property and Casualty Insurance Carriers	7	T	1404	
52412X	Direct Insurance (except Life, Health, and Medical) Carriers	6	T	1403	
5241XX	Insurance Carriers	5	T	1399	
52421X	Insurance Agencies and Brokerages	6	T	1409	
5242XX	Agencies, Brokerages, and Other Insurance Related Activities	5	T	1408	
524XXX	Insurance Carriers and Related Activities	4	T	1398	
53111X	Lessors of Residential Buildings and Dwellings	6	T	1427	
53112X	Lessors of Nonresidential Buildings (except Miniwarehouses)	6	T	1428	
53113X	Lessors of Miniwarehouses and Self-Storage Units	6	T	1429	
53119X	Lessors of Other Real Estate Property	6	T	1430	
5311XX	Lessors of Real Estate	5	T	1426	
53121X	Offices of Real Estate Agents and Brokers	6	T	1432	
5312XX	Offices of Real Estate Agents and Brokers	5	T	1431	
531311	Residential Property Managers	7	T	1435	
531312	Nonresidential Property Managers	7	T	1436	
53131X	Real Estate Property Managers	6	T	1434	
5313XX	Activities Related to Real Estate	5	T	1433	
531XXX	Real Estate	4	T	1425	
532111	Passenger Car Rental	7	T	1442	
53211X	Passenger Car Rental and Leasing	6	T	1441	
53212X	Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing	6	T	1444	
5321XX	Automotive Equipment Rental and Leasing	5	T	1440	
53223X	Video Tape and Disc Rental	6	T	1448	
532299	All Other Consumer Goods Rental	7	T	1452	
53229X	Other Consumer Goods Rental	6	T	1449	
5322XX	Consumer Goods Rental	5	T	1445	
53231X	General Rental Centers	6	T	1454	
5323XX	General Rental Centers	5	T	1453	
532411	Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing	7	T	1457	
532412	Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing	7	T	1458	
53241X	Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing	6	T	1456	
53249X	Other Commercial and Industrial Machinery and Equipment Rental and Leasing	6	T	1460	
5324XX	Commercial and Industrial Machinery and Equipment Rental and Leasing	5	T	1455	
532XXX	Rental and Leasing Services	4	T	1439	
54111X	Offices of Lawyers	6	T	1468	
541199	All Other Legal Services	7	T	1472	
54119X	Other Legal Services	6	T	1470	
5411XX	Legal Services	5	T	1467	
541211	Offices of Certified Public Accountants	7	T	1475	
54121X	Accounting, Tax Preparation, Bookkeeping, and Payroll Services	6	T	1474	
5412XX	Accounting, Tax Preparation, Bookkeeping, and Payroll Services	5	T	1473	
54131X	Architectural Services	6	T	1480	
54132X	Landscape Architectural Services	6	T	1481	
54133X	Engineering Services	6	T	1482	
54135X	Building Inspection Services	6	T	1484	
54136X	Geophysical Surveying and Mapping Services	6	T	1485	
54137X	Surveying and Mapping (except Geophysical) Services	6	T	1486	
54138X	Testing Laboratories	6	T	1487	
5413XX	Architectural, Engineering, and Related Services	5	T	1479	
5414XX	Specialized Design Services	5	T	1488	
541511	Custom Computer Programming Services	7	T	1495	
541512	Computer Systems Design Services	7	T	1496	
541519	Other Computer Related Services	7	T	1498	
54151X	Computer Systems Design and Related Services	6	T	1494	
5415XX	Computer Systems Design and Related Services	5	T	1493	
541611	Administrative Management and General Management Consulting Services	7	T	1501	
541613	Marketing Consulting Services	7	T	1503	
54161X	Management Consulting Services	6	T	1500	
54162X	Environmental Consulting Services	6	T	1506	
54169X	Other Scientific and Technical Consulting Services	6	T	1507	
5416XX	Management, Scientific, and Technical Consulting Services	5	T	1499	
54171X	Research and Development in the Physical, Engineering, and Life Sciences	6	T	1509	
5417XX	Scientific Research and Development Services	5	T	1508	
54181X	Advertising Agencies	6	T	1512	
54185X	Display Advertising	6	T	1516	
5418XX	Advertising and Related Services	5	T	1511	
541921	Photography Studios, Portrait	7	T	1523	
54192X	Photographic Services	6	T	1522	
54194X	Veterinary Services	6	T	1526	
5419XX	Other Professional, Scientific, and Technical Services	5	T	1520	
541XXX	Professional, Scientific, and Technical Services	4	T	1466	
55111X	Management of Companies and Enterprises	6	T	1531	
5511XX	Management of Companies and Enterprises	5	T	1530	
551XXX	Management of Companies and Enterprises	4	T	1529	
56121X	Facilities Support Services	6	T	1540	
5612XX	Facilities Support Services	5	T	1539	
56131X	Employment Placement Agencies	6	T	1542	
56132X	Temporary Help Services	6	T	1543	
56133X	Professional Employer Organizations	6	T	1544	
5613XX	Employment Services	5	T	1541	
561431	Private Mail Centers	7	T	1551	
56143X	Business Service Centers	6	T	1550	
561491	Repossession Services	7	T	1556	
56149X	Other Business Support Services	6	T	1555	
5614XX	Business Support Services	5	T	1545	
56151X	Travel Agencies	6	T	1560	
5615XX	Travel Arrangement and Reservation Services	5	T	1559	
561612	Security Guards and Patrol Services	7	T	1568	
561613	Armored Car Services	7	T	1569	
56161X	Investigation, Guard, and Armored Car Services	6	T	1566	
561621	Security Systems Services (except Locksmiths)	7	T	1571	
561622	Locksmiths	7	T	1572	
56162X	Security Systems Services	6	T	1570	
5616XX	Investigation and Security Services	5	T	1565	
56171X	Exterminating and Pest Control Services	6	T	1574	
56172X	Janitorial Services	6	T	1575	
56173X	Landscaping Services	6	T	1576	
56174X	Carpet and Upholstery Cleaning Services	6	T	1577	
56179X	Other Services to Buildings and Dwellings	6	T	1578	
5617XX	Services to Buildings and Dwellings	5	T	1573	
56199X	All Other Support Services	6	T	1582	
5619XX	Other Support Services	5	T	1579	
561XXX	Administrative and Support Services	4	T	1536	
562111	Solid Waste Collection	7	T	1586	
562112	Hazardous Waste Collection	7	T	1587	
562119	Other Waste Collection	7	T	1588	
56211X	Waste Collection	6	T	1585	
5621XX	Waste Collection	5	T	1584	
562211	Hazardous Waste Treatment and Disposal	7	T	1591	
562212	Solid Waste Landfill	7	T	1592	
562219	Other Nonhazardous Waste Treatment and Disposal	7	T	1594	
56221X	Waste Treatment and Disposal	6	T	1590	
5622XX	Waste Treatment and Disposal	5	T	1589	
56291X	Remediation Services	6	T	1596	
56292X	Materials Recovery Facilities	6	T	1597	
562991	Septic Tank and Related Services	7	T	1599	
562998	All Other Miscellaneous Waste Management Services	7	T	1600	
56299X	All Other Waste Management Services	6	T	1598	
5629XX	Remediation and Other Waste Management Services	5	T	1595	
562XXX	Waste Management and Remediation Services	4	T	1583	
61111X	Elementary and Secondary Schools	6	T	1605	
6111XX	Elementary and Secondary Schools	5	T	1604	
61121X	Junior Colleges	6	T	1607	
6112XX	Junior Colleges	5	T	1606	
61131X	Colleges, Universities, and Professional Schools	6	T	1609	
6113XX	Colleges, Universities, and Professional Schools	5	T	1608	
611512	Flight Training	7	T	1617	
611519	Other Technical and Trade Schools	7	T	1619	
61151X	Technical and Trade Schools	6	T	1615	
6115XX	Technical and Trade Schools	5	T	1614	
61162X	Sports and Recreation Instruction	6	T	1622	
611692	Automobile Driving Schools	7	T	1626	
61169X	All Other Schools and Instruction	6	T	1624	
6116XX	Other Schools and Instruction	5	T	1620	
611XXX	Educational Services	4	T	1603	
621111	Offices of Physicians (except Mental Health Specialists)	7	T	1634	
621112	Offices of Physicians, Mental Health Specialists	7	T	1635	
62111X	Offices of Physicians	6	T	1633	
6211XX	Offices of Physicians	5	T	1632	
62121X	Offices of Dentists	6	T	1637	
6212XX	Offices of Dentists	5	T	1636	
621399	Offices of All Other Miscellaneous Health Practitioners	7	T	1645	
62139X	Offices of All Other Health Practitioners	6	T	1643	
6213XX	Offices of Other Health Practitioners	5	T	1638	
62142X	Outpatient Mental Health and Substance Abuse Centers	6	T	1648	
62149X	Other Outpatient Care Centers	6	T	1649	
6214XX	Outpatient Care Centers	5	T	1646	
621511	Medical Laboratories	7	T	1656	
62151X	Medical and Diagnostic Laboratories	6	T	1655	
6215XX	Medical and Diagnostic Laboratories	5	T	1654	
62161X	Home Health Care Services	6	T	1659	
6216XX	Home Health Care Services	5	T	1658	
62191X	Ambulance Services	6	T	1661	
62199X	All Other Ambulatory Health Care Services	6	T	1662	
6219XX	Other Ambulatory Health Care Services	5	T	1660	
621XXX	Ambulatory Health Care Services	4	T	1631	
62211X	General Medical and Surgical Hospitals	6	T	1667	
6221XX	General Medical and Surgical Hospitals	5	T	1666	
62221X	Psychiatric and Substance Abuse Hospitals	6	T	1669	
6222XX	Psychiatric and Substance Abuse Hospitals	5	T	1668	
622XXX	Hospitals	4	T	1665	
62311X	Nursing Care Facilities	6	T	1674	
6231XX	Nursing Care Facilities	5	T	1673	
62321X	Residential Mental Retardation Facilities	6	T	1676	
62322X	Residential Mental Health and Substance Abuse Facilities	6	T	1677	
6232XX	Residential Mental Retardation, Mental Health and Substance Abuse Facilities	5	T	1675	
623311	Continuing Care Retirement Communities	7	T	1680	
623312	Homes for the Elderly	7	T	1681	
62331X	Community Care Facilities for the Elderly	6	T	1679	
6233XX	Community Care Facilities for the Elderly	5	T	1678	
62399X	Other Residential Care Facilities	6	T	1683	
6239XX	Other Residential Care Facilities	5	T	1682	
623XXX	Nursing and Residential Care Facilities	4	T	1672	
62411X	Child and Youth Services	6	T	1686	
62412X	Services for the Elderly and Persons with Disabilities	6	T	1687	
62419X	Other Individual and Family Services	6	T	1688	
6241XX	Individual and Family Services	5	T	1685	
62421X	Community Food Services	6	T	1690	
6242XX	Community Food and Housing, and Emergency and Other Relief Services	5	T	1689	
62431X	Vocational Rehabilitation Services	6	T	1696	
6243XX	Vocational Rehabilitation Services	5	T	1695	
62441X	Child Day Care Services	6	T	1698	
6244XX	Child Day Care Services	5	T	1697	
624XXX	Social Assistance	4	T	1684	
71113X	Musical Groups and Artists	6	T	1705	
71119X	Other Performing Arts Companies	6	T	1706	
7111XX	Performing Arts Companies	5	T	1702	
711211	Sports Teams and Clubs	7	T	1709	
711212	Racetracks	7	T	1710	
711219	Other Spectator Sports	7	T	1711	
71121X	Spectator Sports	6	T	1708	
7112XX	Spectator Sports	5	T	1707	
71131X	Promoters of Performing Arts, Sports, and Similar Events with Facilities	6	T	1713	
71132X	Promoters of Performing Arts, Sports, and Similar Events without Facilities	6	T	1714	
7113XX	Promoters of Performing Arts, Sports, and Similar Events	5	T	1712	
71151X	Independent Artists, Writers, and Performers	6	T	1718	
7115XX	Independent Artists, Writers, and Performers	5	T	1717	
711XXX	Performing Arts, Spectator Sports, and Related Industries	4	T	1701	
71211X	Museums	6	T	1721	
71213X	Zoos and Botanical Gardens	6	T	1723	
71219X	Nature Parks and Other Similar Institutions	6	T	1724	
7121XX	Museums, Historical Sites, and Similar Institutions	5	T	1720	
712XXX	Museums, Historical Sites, and Similar Institutions	4	T	1719	
71311X	Amusement and Theme Parks	6	T	1727	
7131XX	Amusement Parks and Arcades	5	T	1726	
7132XX	Gambling Industries	5	T	1729	
71391X	Golf Courses and Country Clubs	6	T	1733	
71392X	Skiing Facilities	6	T	1734	
71393X	Marinas	6	T	1735	
71394X	Fitness and Recreational Sports Centers	6	T	1736	
71399X	All Other Amusement and Recreation Industries	6	T	1738	
7139XX	Other Amusement and Recreation Industries	5	T	1732	
713XXX	Amusement, Gambling, and Recreation Industries	4	T	1725	
72111X	Hotels (except Casino Hotels) and Motels	6	T	1742	
72112X	Casino Hotels	6	T	1743	
7211XX	Traveler Accommodation	5	T	1741	
721211	RV (Recreational Vehicle) Parks and Campgrounds	7	T	1749	
721214	Recreational and Vacation Camps (except Campgrounds)	7	T	1750	
72121X	RV (Recreational Vehicle) Parks and Recreational Camps	6	T	1748	
7212XX	RV (Recreational Vehicle) Parks and Recreational Camps	5	T	1747	
721XXX	Accommodation	4	T	1740	
72211X	Full-Service Restaurants	6	T	1755	
7221XX	Full-Service Restaurants	5	T	1754	
722211	Limited-Service Restaurants	7	T	1758	
722212	Cafeterias	7	T	1759	
722213	Snack and Nonalcoholic Beverage Bars	7	T	1760	
72221X	Limited-Service Eating Places	6	T	1757	
7222XX	Limited-Service Eating Places	5	T	1756	
72231X	Food Service Contractors	6	T	1762	
72232X	Caterers	6	T	1763	
72233X	Mobile Food Services	6	T	1764	
7223XX	Special Food Services	5	T	1761	
72241X	Drinking Places (Alcoholic Beverages)	6	T	1766	
7224XX	Drinking Places (Alcoholic Beverages)	5	T	1765	
