industry_code	industry_text	display_level	selectable	sort_sequence
711211	Sports teams and clubs	7	T	1610	
711212	Racetracks	7	T	1611	
71121X	Spectator sports	6	T	1609	
7112XX	Spectator sports	5	T	1608	
71131X	Promoters of performing arts, sports, and similar events with facilities	6	T	1613	
71132X	Promoters of performing arts, sports, and similar events without facilities	6	T	1614	
7113XX	Promoters of performing arts, sports, and similar events	5	T	1612	
71151X	Independent artists, writers, and performers	6	T	1618	
7115XX	Independent artists, writers, and performers	5	T	1617	
711XXX	Performing arts, spectator sports, and related industries	4	T	1603	
71211X	Museums	6	T	1621	
71213X	Zoos and botanical gardens	6	T	1623	
7121XX	Museums, historical sites, and similar institutions	5	T	1620	
712XXX	Museums, historical sites, and similar institutions	4	T	1619	
71311X	Amusement and theme parks	6	T	1626	
71312X	Amusement arcades	6	T	1627	
7131XX	Amusement parks and arcades	5	T	1625	
71321X	Casinos (except casino hotels)	6	T	1629	
7132XX	Gambling industries	5	T	1628	
71391X	Golf courses and country clubs	6	T	1631	
71392X	Skiing facilities	6	T	1632	
71393X	Marinas	6	T	1633	
71394X	Fitness and recreational sports centers	6	T	1634	
71395X	Bowling centers	6	T	1635	
7139XX	Other amusement and recreation industries	5	T	1630	
713XXX	Amusement, gambling, and recreation industries	4	T	1624	
72111X	Hotels (except casino hotels) and motels	6	T	1639	
72112X	Casino hotels	6	T	1640	
721191	Bed-and-breakfast inns	7	T	1642	
72119X	Other traveler accommodation	6	T	1641	
7211XX	Traveler accommodation	5	T	1638	
721211	RV (recreational vehicle) parks and campgrounds	7	T	1645	
721214	Recreational and vacation camps (except campgrounds)	7	T	1646	
72121X	RV (recreational vehicle) parks and recreational camps	6	T	1644	
7212XX	RV (recreational vehicle) parks and recreational camps	5	T	1643	
72131X	Rooming and boarding houses	6	T	1648	
7213XX	Rooming and boarding houses	5	T	1647	
721XXX	Accommodation	4	T	1637	
72211X	Full-service restaurants	6	T	1651	
7221XX	Full-service restaurants	5	T	1650	
722211	Limited-service restaurants	7	T	1654	
722213	Snack and nonalcoholic beverage bars	7	T	1656	
72221X	Limited-service eating places	6	T	1653	
7222XX	Limited-service eating places	5	T	1652	
72231X	Food service contractors	6	T	1658	
72232X	Caterers	6	T	1659	
72233X	Mobile food services	6	T	1660	
7223XX	Special food services	5	T	1657	
72241X	Drinking places (alcoholic beverages)	6	T	1662	
7224XX	Drinking places (alcoholic beverages)	5	T	1661	
722511	Full-service restaurants	7	T	1665	
722513	Limited-service restaurants	7	T	1666	
722514	Cafeterias, grill buffets, and buffets	7	T	1667	
722515	Snack and nonalcoholic beverage bars	7	T	1668	
72251X	Restaurants and other eating places	6	T	1664	
7225XX	Restaurants and Other eating places	5	T	1663	
722XXX	Food services and drinking places	4	T	1649	
811111	General automotive repair	7	T	1674	
811112	Automotive exhaust system repair	7	T	1675	
811113	Automotive transmission repair	7	T	1676	
81111X	Automotive mechanical and electrical repair and maintenance	6	T	1673	
811121	Automotive body, paint, and interior repair and maintenance	7	T	1678	
811122	Automotive glass replacement shops	7	T	1679	
81112X	Automotive body, paint, interior, and glass repair	6	T	1677	
811191	Automotive oil change and lubrication shops	7	T	1681	
811192	Car washes	7	T	1682	
81119X	Other automotive repair and maintenance	6	T	1680	
8111XX	Automotive repair and maintenance	5	T	1672	
811211	Consumer electronics repair and maintenance	7	T	1685	
811212	Computer and office machine repair and maintenance	7	T	1686	
811213	Communication equipment repair and maintenance	7	T	1687	
81121X	Electronic and precision equipment repair and maintenance	6	T	1684	
8112XX	Electronic and precision equipment repair and maintenance	5	T	1683	
81131X	Commercial machinery repair and maintenance	6	T	1689	
8113XX	Commercial machinery repair and maintenance	5	T	1688	
811411	Home and garden equipment repair and maintenance	7	T	1692	
811412	Appliance repair and maintenance	7	T	1693	
81141X	Home and garden equipment and appliance repair and maintenance	6	T	1691	
81142X	Reupholstery and furniture repair	6	T	1694	
8114XX	Personal and household goods repair and maintenance	5	T	1690	
811XXX	Repair and maintenance	4	T	1671	
812111	Barber shops	7	T	1699	
812112	Beauty salons	7	T	1700	
812113	Nail salons	7	T	1701	
81211X	Hair, nail, and skin care services	6	T	1698	
81219X	Other personal care services	6	T	1702	
8121XX	Personal care services	5	T	1697	
81221X	Funeral homes and funeral services	6	T	1705	
81222X	Cemeteries and crematories	6	T	1706	
8122XX	Death care services	5	T	1704	
81231X	Coin-operated laundries and drycleaners	6	T	1708	
81232X	Drycleaning and laundry services (except coin-operated)	6	T	1709	
812331	Linen supply	7	T	1711	
812332	Industrial launderers	7	T	1712	
81233X	Linen and uniform supply	6	T	1710	
8123XX	Drycleaning and laundry services	5	T	1707	
81291X	Pet care (except veterinary) services	6	T	1714	
81293X	Parking lots and garages	6	T	1718	
8129XX	Other personal services	5	T	1713	
812XXX	Personal and laundry services	4	T	1696	
81311X	Religious organizations	6	T	1721	
8131XX	Religious organizations	5	T	1720	
813211	Grantmaking foundations	7	T	1724	
81321X	Grantmaking and giving services	6	T	1723	
8132XX	Grantmaking and giving services	5	T	1722	
813312	Environment, conservation and wildlife organizations	7	T	1729	
81331X	Social advocacy organizations	6	T	1727	
8133XX	Social advocacy organizations	5	T	1726	
81341X	Civic and social organizations	6	T	1731	
8134XX	Civic and social organizations	5	T	1730	
81391X	Business associations	6	T	1733	
81392X	Professional organizations	6	T	1734	
81393X	Labor unions and similar labor organizations	6	T	1735	
81394X	Political organizations	6	T	1736	
8139XX	Business, professional, labor, political, and similar organizations	5	T	1732	
813XXX	Religious, grantmaking, civic, professional, and similar organizations	4	T	1719	
81411X	Private households	6	T	1739	
8141XX	Private households	5	T	1738	
814XXX	Private households	4	T	1737	
92111X	Executive offices	6	T	1744	
92112X	Legislative bodies	6	T	1745	
92113X	Public finance activities	6	T	1746	
92114X	Executive and legislative offices, combined	6	T	1747	
92115X	American Indian and Alaska native tribal governments	6	T	1748	
9211XX	Executive, legislative, and other general government support	5	T	1743	
921XXX	Executive, legislative, and other general government support	4	T	1742	
92211X	Courts	6	T	1751	
92212X	Police protection	6	T	1752	
92213X	Legal counsel and prosecution	6	T	1753	
92214X	Correctional institutions	6	T	1754	
92215X	Parole offices and probation offices	6	T	1755	
92216X	Fire protection	6	T	1756	
9221XX	Justice, public order, and safety activities	5	T	1750	
922XXX	Justice, public order, and safety activities	4	T	1749	
92312X	Administration of public health programs	6	T	1760	
92313X	Administration of other human resource programs	6	T	1761	
9231XX	Administration of human resource programs	5	T	1758	
923XXX	Administration of human resource programs	4	T	1757	
92411X	Administration of air and water resource and solid waste management programs	6	T	1765	
92412X	Administration of conservation programs	6	T	1766	
9241XX	Administration of environmental quality programs	5	T	1764	
924XXX	Administration of environmental quality programs	4	T	1763	
92512X	Administration of urban planning and community and rural development	6	T	1770	
9251XX	Administration of housing programs, urban planning, and community development	5	T	1768	
925XXX	Administration of housing programs, urban planning, and community development	4	T	1767	
92611X	Administration of general economic programs	6	T	1773	
92612X	Regulation and administration of transportation programs	6	T	1774	
92613X	Regulation and administration of communications, electric, gas, and other utilities	6	T	1775	
92614X	Regulation of agricultural marketing and commodities	6	T	1776	
92615X	Regulation, licensing, and inspection of miscellaneous commercial sectors	6	T	1777	
9261XX	Administration of economic programs	5	T	1772	
926XXX	Administration of economic programs	4	T	1771	
92711X	Space research and technology	6	T	1780	
9271XX	Space research and technology	5	T	1779	
927XXX	Space research and technology	4	T	1778	
92811X	National security	6	T	1783	
92812X	International affairs	6	T	1784	
9281XX	National security and international affairs	5	T	1782	
928XXX	National security and international affairs	4	T	1781	
GP1AAA	Goods producing	1	T	2	
GP1CON	Construction	2	T	138	
GP1MFG	Manufacturing	2	T	232	
GP1NRM	Natural resources and mining	2	T	3	
GP2AFH	Agriculture, forestry, fishing and hunting	3	T	4	
GP2CON	Construction	3	T	139	
GP2MFG	Manufacturing	3	T	233	
GP2MIN	Mining	3	T	94	
SP1AAA	Service providing	1	T	906	
SP1EHS	Educational and health services	2	T	1511	
SP1FIA	Financial activities	2	T	1293	
SP1INF	Information	2	T	1228	
SP1LEH	Leisure and hospitality	2	T	1601	
SP1OTS	Other services, except public administration	2	T	1669	
SP1PAD	Public administration	2	T	1740	
SP1PBS	Professional and business services	2	T	1386	
SP1TTU	Trade, transportation, and utilities	2	T	907	
SP2ADW	Administrative and waste services	3	T	1451	
SP2AER	Arts, entertainment, and recreation	3	T	1602	
SP2AFS	Accommodation and food services	3	T	1636	
SP2EDS	Educational services	3	T	1512	
SP2FIN	Finance and insurance	3	T	1294	
SP2HSA	Health care and social assistance	3	T	1538	
SP2INF	Information	3	T	1229	
SP2MCE	Management of companies and enterprises	3	T	1444	
SP2OTS	Other services, except public administration	3	T	1670	
SP2PAD	Public administration	3	T	1741	
SP2PST	Professional and technical services	3	T	1387	
SP2RET	Retail trade	3	T	1014	
SP2RRL	Real estate and rental and leasing	3	T	1350	
SP2TRW	Transportation and warehousing	3	T	1131	
SP2UTL	Utilities	3	T	908	
SP2WHT	Wholesale trade	3	T	928	
