industry_code	industry_text	display_level	selectable	sort_sequence
336611	Ship building and repairing	7	T	851	
336612	Boat building	7	T	852	
33661X	Ship and boat building	6	T	850	
3366XX	Ship and boat building	5	T	849	
336XXX	Transportation equipment manufacturing	4	T	814	
33711X	Wood kitchen cabinet and countertop manufacturing	6	T	859	
337122	Nonupholstered wood household furniture manufacturing	7	T	862	
33712X	Household and institutional furniture manufacturing	6	T	860	
3371XX	Household and institutional furniture and kitchen cabinet manufacturing	5	T	858	
337211	Wood office furniture manufacturing	7	T	868	
337214	Office furniture (except wood) manufacturing	7	T	870	
33721X	Office furniture (including fixtures) manufacturing	6	T	867	
3372XX	Office furniture (including fixtures) manufacturing	5	T	866	
33791X	Mattress manufacturing	6	T	873	
3379XX	Other furniture related product manufacturing	5	T	872	
337XXX	Furniture and related product manufacturing	4	T	857	
339112	Surgical and medical instrument manufacturing	7	T	879	
339113	Surgical appliance and supplies manufacturing	7	T	880	
33911X	Medical equipment and supplies manufacturing	6	T	877	
3391XX	Medical equipment and supplies manufacturing	5	T	876	
339911	Jewelry (except costume) manufacturing	7	T	886	
33991X	Jewelry and silverware manufacturing	6	T	885	
33992X	Sporting and athletic goods manufacturing	6	T	890	
33995X	Sign manufacturing	6	T	899	
339991	Gasket, packing, and sealing device manufacturing	7	T	901	
339995	Burial casket manufacturing	7	T	905	
33999X	All other miscellaneous manufacturing	6	T	900	
3399XX	Other miscellaneous manufacturing	5	T	884	
339XXX	Miscellaneous manufacturing	4	T	875	
42311X	Automobile and other motor vehicle merchant wholesalers	6	T	931	
42312X	Motor vehicle supplies and new parts merchant wholesalers	6	T	932	
42313X	Tire and tube merchant wholesalers	6	T	933	
42314X	Motor vehicle parts (used) merchant wholesalers	6	T	934	
4231XX	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	5	T	930	
42321X	Furniture merchant wholesalers	6	T	936	
4232XX	Furniture and home furnishing merchant wholesalers	5	T	935	
42331X	Lumber, plywood, millwork, and wood panel merchant wholesalers	6	T	939	
42332X	Brick, stone, and related construction material merchant wholesalers	6	T	940	
42333X	Roofing, siding, and insulation material merchant wholesalers	6	T	941	
4233XX	Lumber and other construction materials merchant wholesalers	5	T	938	
42342X	Office equipment merchant wholesalers	6	T	944	
42343X	Computer and computer peripheral equipment and software merchant wholesalers	6	T	945	
42344X	Other commercial equipment merchant wholesalers	6	T	946	
42345X	Medical, dental, and hospital equipment and supplies merchant wholesalers	6	T	947	
42346X	Ophthalmic goods merchant wholesalers	6	T	948	
4234XX	Professional and commercial equipment and supplies merchant wholesalers	5	T	942	
42351X	Metal service centers and other metal merchant wholesalers	6	T	950	
4235XX	Metal and mineral (except petroleum) merchant wholesalers	5	T	949	
42361X	Electrical apparatus and equipment, wiring supplies, and related equipment merchant  wholesalers	6	T	953	
4236XX	Electrical and electronic goods merchant wholesalers	5	T	952	
42372X	Plumbing and heating equipment and supplies (hydronics) merchant wholesalers	6	T	957	
42373X	Warm air heating and air-conditioning equipment and supplies merchant wholesalers	6	T	958	
4237XX	Hardware, and plumbing and heating equipment and supplies merchant wholesalers	5	T	955	
42381X	Construction and mining (except oil well) machinery and equipment merchant wholesalers	6	T	961	
42382X	Farm and garden machinery and equipment merchant wholesalers	6	T	962	
42383X	Industrial machinery and equipment merchant wholesalers	6	T	963	
42384X	Industrial supplies merchant wholesalers	6	T	964	
42385X	Service establishment equipment and supplies merchant wholesalers	6	T	965	
42386X	Transportation equipment and supplies (except motor vehicle) merchant wholesalers	6	T	966	
4238XX	Machinery, equipment, and supplies merchant wholesalers	5	T	960	
42391X	Sporting and recreational goods and supplies merchant wholesalers	6	T	968	
42393X	Recyclable material merchant wholesalers	6	T	970	
42394X	Jewelry, watch, precious stone, and precious metal merchant wholesalers	6	T	971	
4239XX	Miscellaneous durable goods merchant wholesalers	5	T	967	
423XXX	Merchant wholesalers, durable goods	4	T	929	
42412X	Stationery and office supplies merchant wholesalers	6	T	975	
42413X	Industrial and personal service paper merchant wholesalers	6	T	976	
4241XX	Paper and paper product merchant wholesalers	5	T	973	
42421X	Drugs and druggists' sundries merchant wholesalers	6	T	978	
4242XX	Drugs and druggists' sundries merchant wholesalers	5	T	977	
42431X	Piece goods, notions, and other dry goods merchant wholesalers	6	T	980	
4243XX	Apparel, piece goods, and notions merchant wholesalers	5	T	979	
42441X	General line grocery merchant wholesalers	6	T	985	
42442X	Packaged frozen food merchant wholesalers	6	T	986	
42443X	Dairy product (except dried or canned) merchant wholesalers	6	T	987	
42444X	Poultry and poultry product merchant wholesalers	6	T	988	
42445X	Confectionery merchant wholesalers	6	T	989	
42446X	Fish and seafood merchant wholesalers	6	T	990	
42448X	Fresh fruit and vegetable merchant wholesalers	6	T	992	
4244XX	Grocery and related product wholesalers	5	T	984	
42451X	Grain and field bean merchant wholesalers	6	T	994	
42452X	Livestock merchant wholesalers	6	T	995	
4245XX	Farm product raw material merchant wholesalers	5	T	993	
42461X	Plastics materials and basic forms and shapes merchant wholesalers	6	T	997	
4246XX	Chemical and allied products merchant wholesalers	5	T	996	
42471X	Petroleum bulk stations and terminals	6	T	999	
42472X	Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals)	6	T	1000	
4247XX	Petroleum and petroleum products merchant wholesalers	5	T	998	
42481X	Beer and ale merchant wholesalers	6	T	1002	
42482X	Wine and distilled alcoholic beverage merchant wholesalers	6	T	1003	
4248XX	Beer, wine, and distilled alcoholic beverage merchant wholesalers	5	T	1001	
42491X	Farm supplies merchant wholesalers	6	T	1005	
42492X	Book, periodical, and newspaper merchant wholesalers	6	T	1006	
42493X	Flower, nursery stock, and florists' supplies merchant wholesalers	6	T	1007	
42494X	Tobacco and tobacco product merchant wholesalers	6	T	1008	
42495X	Paint, varnish, and supplies merchant wholesalers	6	T	1009	
4249XX	Miscellaneous nondurable goods merchant wholesalers	5	T	1004	
424XXX	Merchant wholesalers, nondurable goods	4	T	972	
42512X	Wholesale trade agents and brokers	6	T	1013	
4251XX	Wholesale electronic markets and agents and brokers	5	T	1011	
425XXX	Wholesale electronic markets and agents and brokers	4	T	1010	
44111X	New car dealers	6	T	1017	
44112X	Used car dealers	6	T	1018	
4411XX	Automobile dealers	5	T	1016	
44121X	Recreational vehicle dealers	6	T	1020	
441222	Boat dealers	7	T	1023	
44122X	Motorcycle, boat, and other motor vehicle dealers	6	T	1021	
4412XX	Other motor vehicle dealers	5	T	1019	
44131X	Automotive parts and accessories stores	6	T	1025	
44132X	Tire dealers	6	T	1026	
4413XX	Automotive parts, accessories, and tire stores	5	T	1024	
441XXX	Motor vehicle and parts dealers	4	T	1015	
44211X	Furniture stores	6	T	1029	
4421XX	Furniture stores	5	T	1028	
44221X	Floor covering stores	6	T	1031	
442291	Window treatment stores	7	T	1033	
44229X	Other home furnishings stores	6	T	1032	
4422XX	Home furnishings stores	5	T	1030	
442XXX	Furniture and home furnishings stores	4	T	1027	
443111	Household appliance stores	7	T	1037	
443112	Radio, television, and other electronics stores	7	T	1038	
44311X	Appliance, television, and other electronics stores	6	T	1036	
44312X	Computer and software stores	6	T	1039	
44313X	Camera and photographic supplies stores	6	T	1040	
443142	Electronics stores	7	T	1043	
44314X	Electronics and appliance stores	6	T	1041	
4431XX	Electronics and appliance stores	5	T	1035	
443XXX	Electronics and appliance stores	4	T	1034	
44411X	Home centers	6	T	1046	
44412X	Paint and wallpaper stores	6	T	1047	
44413X	Hardware stores	6	T	1048	
4441XX	Building material and supplies dealers	5	T	1045	
44421X	Outdoor power equipment stores	6	T	1050	
44422X	Nursery, garden center, and farm supply stores	6	T	1051	
4442XX	Lawn and garden equipment and supplies stores	5	T	1049	
444XXX	Building material and garden equipment and supplies dealers	4	T	1044	
44511X	Supermarkets and other grocery (except convenience) stores	6	T	1054	
44512X	Convenience stores	6	T	1055	
4451XX	Grocery stores	5	T	1053	
44521X	Meat markets	6	T	1057	
44522X	Fish and seafood markets	6	T	1058	
44523X	Fruit and vegetable markets	6	T	1059	
445291	Baked goods stores	7	T	1061	
445292	Confectionery and nut stores	7	T	1062	
44529X	Other specialty food stores	6	T	1060	
4452XX	Specialty food stores	5	T	1056	
44531X	Beer, wine, and liquor stores	6	T	1064	
4453XX	Beer, wine, and liquor stores	5	T	1063	
445XXX	Food and beverage stores	4	T	1052	
44611X	Pharmacies and drug stores	6	T	1067	
44612X	Cosmetics, beauty supplies, and perfume stores	6	T	1068	
446191	Food (health) supplement stores	7	T	1071	
44619X	Other health and personal care stores	6	T	1070	
4461XX	Health and personal care stores	5	T	1066	
446XXX	Health and personal care stores	4	T	1065	
44711X	Gasoline stations with convenience stores	6	T	1074	
4471XX	Gasoline stations	5	T	1073	
447XXX	Gasoline stations	4	T	1072	
44811X	Men's clothing stores	6	T	1077	
44812X	Women's clothing stores	6	T	1078	
44814X	Family clothing stores	6	T	1080	
44815X	Clothing accessories stores	6	T	1081	
4481XX	Clothing stores	5	T	1076	
44821X	Shoe stores	6	T	1083	
4482XX	Shoe stores	5	T	1082	
44831X	Jewelry stores	6	T	1085	
44832X	Luggage and leather goods stores	6	T	1086	
4483XX	Jewelry, luggage, and leather goods stores	5	T	1084	
448XXX	Clothing and clothing accessories stores	4	T	1075	
45111X	Sporting goods stores	6	T	1089	
45112X	Hobby, toy, and game stores	6	T	1090	
45114X	Musical instrument and supplies stores	6	T	1092	
4511XX	Sporting goods, hobby, and musical instrument stores	5	T	1088	
451212	News dealers and newsstands	7	T	1096	
45121X	Book stores and news dealers	6	T	1094	
45122X	Prerecorded tape, compact disc, and record stores	6	T	1097	
4512XX	Book, periodical, and music stores	5	T	1093	
451XXX	Sporting goods, hobby, book, and music stores	4	T	1087	
452111	Department stores (except discount department stores)	7	T	1101	
452112	Discount department stores	7	T	1102	
45211X	Department stores	6	T	1100	
4521XX	Department stores	5	T	1099	
45291X	Warehouse clubs and supercenters	6	T	1104	
4529XX	Other general merchandise stores	5	T	1103	
452XXX	General merchandise stores	4	T	1098	
45311X	Florists	6	T	1107	
4531XX	Florists	5	T	1106	
45322X	Gift, novelty, and souvenir stores	6	T	1110	
4532XX	Office supplies, stationery, and gift stores	5	T	1108	
45331X	Used merchandise stores	6	T	1112	
4533XX	Used merchandise stores	5	T	1111	
45391X	Pet and pet supplies stores	6	T	1114	
45392X	Art dealers	6	T	1115	
45393X	Manufactured (mobile) home dealers	6	T	1116	
453991	Tobacco stores	7	T	1118	
45399X	All other miscellaneous store retailers	6	T	1117	
4539XX	Other miscellaneous store retailers	5	T	1113	
453XXX	Miscellaneous store retailers	4	T	1105	
454111	Electronic shopping	7	T	1122	
454113	Mail-order houses	7	T	1124	
45411X	Electronic shopping and mail-order houses	6	T	1121	
4541XX	Electronic shopping and mail-order houses	5	T	1120	
45421X	Vending machine operators	6	T	1126	
4542XX	Vending machine operators	5	T	1125	
454311	Heating oil dealers	7	T	1129	
454312	Liquefied petroleum gas (bottled gas) dealers	7	T	1130	
45431X	Fuel dealers	6	T	1128	
4543XX	Direct selling establishments	5	T	1127	
454XXX	Nonstore retailers	4	T	1119	
481111	Scheduled passenger air transportation	7	T	1135	
481112	Scheduled freight air transportation	7	T	1136	
48111X	Scheduled air transportation	6	T	1134	
4811XX	Scheduled air transportation	5	T	1133	
481211	Nonscheduled chartered passenger air transportation	7	T	1139	
481212	Nonscheduled chartered freight air transportation	7	T	1140	
48121X	Nonscheduled air transportation	6	T	1138	
4812XX	Nonscheduled air transportation	5	T	1137	
481XXX	Air transportation	4	T	1132	
482111	Line-haul railroads	7	T	1144	
482112	Short line railroads	7	T	1145	
48211X	Rail transportation	6	T	1143	
4821XX	Rail transportation	5	T	1142	
482XXX	Rail transportation	4	T	1141	
483111	Deep sea freight transportation	7	T	1149	
483112	Deep sea passenger transportation	7	T	1150	
483113	Coastal and great lakes freight transportation	7	T	1151	
483114	Coastal and great lakes passenger transportation	7	T	1152	
48311X	Deep sea, coastal, and great lakes water transportation	6	T	1148	
4831XX	Deep sea, coastal, and great lakes water transportation	5	T	1147	
483211	Inland water freight transportation	7	T	1155	
483212	Inland water passenger transportation	7	T	1156	
48321X	Inland water transportation	6	T	1154	
4832XX	Inland water transportation	5	T	1153	
483XXX	Water transportation	4	T	1146	
48411X	General freight trucking, local	6	T	1159	
484121	General freight trucking, long-distance, truckload	7	T	1161	
484122	General freight trucking, long-distance, less than truckload	7	T	1162	
48412X	General freight trucking, long-distance	6	T	1160	
4841XX	General freight trucking	5	T	1158	
48421X	Used household and office goods moving	6	T	1164	
48422X	Specialized freight (except used goods) trucking, local	6	T	1165	
48423X	Specialized freight (except used goods) trucking, long-distance	6	T	1166	
4842XX	Specialized freight trucking	5	T	1163	
484XXX	Truck transportation	4	T	1157	
485111	Mixed mode transit systems	7	T	1170	
485112	Commuter rail systems	7	T	1171	
485113	Bus and other motor vehicle transit systems	7	T	1172	
48511X	Urban transit systems	6	T	1169	
4851XX	Urban transit systems	5	T	1168	
48521X	Interurban and rural bus transportation	6	T	1174	
4852XX	Interurban and rural bus transportation	5	T	1173	
48531X	Taxi service	6	T	1176	
48532X	Limousine service	6	T	1177	
4853XX	Taxi and limousine service	5	T	1175	
48541X	School and employee bus transportation	6	T	1179	
4854XX	School and employee bus transportation	5	T	1178	
48551X	Charter bus industry	6	T	1181	
4855XX	Charter bus industry	5	T	1180	
485991	Special needs transportation	7	T	1184	
48599X	Other transit and ground passenger transportation	6	T	1183	
4859XX	Other transit and ground passenger transportation	5	T	1182	
485XXX	Transit and ground passenger transportation	4	T	1167	
48611X	Pipeline transportation of crude oil	6	T	1187	
4861XX	Pipeline transportation of crude oil	5	T	1186	
48621X	Pipeline transportation of natural gas	6	T	1189	
4862XX	Pipeline transportation of natural gas	5	T	1188	
4869XX	Other pipeline transportation	5	T	1190	
486XXX	Pipeline transportation	4	T	1185	
48711X	Scenic and sightseeing transportation, land	6	T	1194	
4871XX	Scenic and sightseeing transportation, land	5	T	1193	
48721X	Scenic and sightseeing transportation, water	6	T	1196	
4872XX	Scenic and sightseeing transportation, water	5	T	1195	
4879XX	Scenic and sightseeing transportation, other	5	T	1197	
487XXX	Scenic and sightseeing transportation	4	T	1192	
48811X	Airport operations	6	T	1200	
4881XX	Support activities for air transportation	5	T	1199	
48821X	Support activities for rail transportation	6	T	1203	
4882XX	Support activities for rail transportation	5	T	1202	
48831X	Port and harbor operations	6	T	1205	
48832X	Marine cargo handling	6	T	1206	
48833X	Navigational services to shipping	6	T	1207	
4883XX	Support activities for water transportation	5	T	1204	
48841X	Motor vehicle towing	6	T	1209	
4884XX	Support activities for road transportation	5	T	1208	
48851X	Freight transportation arrangement	6	T	1211	
4885XX	Freight transportation arrangement	5	T	1210	
488991	Packing and crating	7	T	1214	
48899X	Other support activities for transportation	6	T	1213	
4889XX	Other support activities for transportation	5	T	1212	
488XXX	Support activities for transportation	4	T	1198	
49111X	Postal service	6	T	1217	
4911XX	Postal service	5	T	1216	
491XXX	Postal service	4	T	1215	
49211X	Couriers	6	T	1220	
4921XX	Couriers	5	T	1219	
49221X	Local messengers and local delivery	6	T	1222	
4922XX	Local messengers and local delivery	5	T	1221	
492XXX	Couriers and messengers	4	T	1218	
49311X	General warehousing and storage	6	T	1225	
49312X	Refrigerated warehousing and storage	6	T	1226	
49313X	Farm product warehousing and storage	6	T	1227	
4931XX	Warehousing and storage	5	T	1224	
493XXX	Warehousing and storage	4	T	1223	
51111X	Newspaper publishers	6	T	1232	
51112X	Periodical publishers	6	T	1233	
51119X	Other publishers	6	T	1236	
5111XX	Newspaper, periodical, book, and directory publishers	5	T	1231	
51121X	Software publishers	6	T	1239	
5112XX	Software publishers	5	T	1238	
511XXX	Publishing industries (except internet)	4	T	1230	
51211X	Motion picture and video production	6	T	1242	
512131	Motion picture theaters (except drive-ins)	7	T	1245	
51213X	Motion picture and video exhibition	6	T	1244	
5121XX	Motion picture and video industries	5	T	1241	
51222X	Integrated record production/distribution	6	T	1251	
51224X	Sound recording studios	6	T	1253	
5122XX	Sound recording industries	5	T	1249	
512XXX	Motion picture and sound recording industries	4	T	1240	
515112	Radio stations	7	T	1258	
51511X	Radio broadcasting	6	T	1256	
51512X	Television broadcasting	6	T	1259	
5151XX	Radio and television broadcasting	5	T	1255	
51521X	Cable and other subscription programming	6	T	1261	
5152XX	Cable and other subscription programming	5	T	1260	
515XXX	Broadcasting (except internet)	4	T	1254	
51711X	Wired telecommunications carriers	6	T	1267	
5171XX	Wired telecommunications carriers	5	T	1266	
51721X	Wireless telecommunications carriers (except satellite)	6	T	1269	
5172XX	Wireless telecommunications carriers (except satellite)	5	T	1268	
517911	Telecommunications resellers	7	T	1280	
51791X	Other telecommunications	6	T	1279	
5179XX	Other telecommunications	5	T	1278	
517XXX	Telecommunications	4	T	1265	
51911X	News syndicates	6	T	1290	
51912X	Libraries and archives	6	T	1291	
51913X	Internet publishing and broadcasting and web search portals	6	T	1292	
5191XX	Other information services	5	T	1289	
519XXX	Other information services	4	T	1288	
52211X	Commercial banking	6	T	1300	
5221XX	Depository credit intermediation	5	T	1299	
522291	Consumer lending	7	T	1307	
522292	Real estate credit	7	T	1308	
522293	International trade financing	7	T	1309	
52229X	Other nondepository credit intermediation	6	T	1306	
5222XX	Nondepository credit intermediation	5	T	1303	
5223XX	Activities related to credit intermediation	5	T	1311	
522XXX	Credit intermediation and related activities	4	T	1298	
52311X	Investment banking and securities dealing	6	T	1316	
52312X	Securities brokerage	6	T	1317	
5231XX	Securities and commodity contracts intermediation and brokerage	5	T	1315	
52392X	Portfolio management	6	T	1324	
52393X	Investment advice	6	T	1325	
5239XX	Other financial investment activities	5	T	1322	
523XXX	Securities, commodity contracts, and other financial investments and related activities	4	T	1314	
524113	Direct life insurance carriers	7	T	1331	
52411X	Direct life, health, and medical insurance carriers	6	T	1330	
524126	Direct property and casualty insurance carriers	7	T	1334	
52412X	Direct insurance (except life, health, and medical) carriers	6	T	1333	
5241XX	Insurance carriers	5	T	1329	
52421X	Insurance agencies and brokerages	6	T	1338	
524291	Claims adjusting	7	T	1340	
52429X	Other insurance related activities	6	T	1339	
5242XX	Agencies, brokerages, and other insurance related activities	5	T	1337	
524XXX	Insurance carriers and related activities	4	T	1328	
52511X	Pension funds	6	T	1344	
5251XX	Insurance and employee benefit funds	5	T	1343	
5259XX	Other investment pools and funds	5	T	1346	
525XXX	Funds, trusts, and other financial vehicles	4	T	1342	
53111X	Lessors of residential buildings and dwellings	6	T	1353	
53112X	Lessors of nonresidential buildings (except miniwarehouses)	6	T	1354	
53113X	Lessors of miniwarehouses and self-storage units	6	T	1355	
5311XX	Lessors of real estate	5	T	1352	
53121X	Offices of real estate agents and brokers	6	T	1357	
5312XX	Offices of real estate agents and brokers	5	T	1356	
531311	Residential property managers	7	T	1360	
531312	Nonresidential property managers	7	T	1361	
53131X	Real estate property managers	6	T	1359	
53132X	Offices of real estate appraisers	6	T	1362	
5313XX	Activities related to real estate	5	T	1358	
531XXX	Real estate	4	T	1351	
532111	Passenger car rental	7	T	1366	
53211X	Passenger car rental and leasing	6	T	1365	
53212X	Truck, utility trailer, and RV (recreational vehicle) rental and leasing	6	T	1368	
5321XX	Automotive equipment rental and leasing	5	T	1364	
53221X	Consumer electronics and appliances rental	6	T	1370	
53223X	Video tape and disc rental	6	T	1372	
532291	Home health equipment rental	7	T	1374	
53229X	Other consumer goods rental	6	T	1373	
5322XX	Consumer goods rental	5	T	1369	
53231X	General rental centers	6	T	1377	
5323XX	General rental centers	5	T	1376	
532411	Commercial air, rail, and water transportation equipment rental and leasing	7	T	1380	
532412	Construction, mining, and forestry machinery and equipment rental and leasing	7	T	1381	
53241X	Construction, transportation, mining, and forestry machinery and equipment rental and leasing	6	T	1379	
5324XX	Commercial and industrial machinery and equipment rental and leasing	5	T	1378	
532XXX	Rental and leasing services	4	T	1363	
54111X	Offices of lawyers	6	T	1390	
54119X	Other legal services	6	T	1392	
5411XX	Legal services	5	T	1389	
541211	Offices of certified public accountants	7	T	1396	
541213	Tax preparation services	7	T	1397	
54121X	Accounting, tax preparation, bookkeeping, and payroll services	6	T	1395	
5412XX	Accounting, tax preparation, bookkeeping, and payroll services	5	T	1394	
54131X	Architectural services	6	T	1400	
54132X	Landscape architectural services	6	T	1401	
54133X	Engineering services	6	T	1402	
54135X	Building inspection services	6	T	1404	
54136X	Geophysical surveying and mapping services	6	T	1405	
54137X	Surveying and mapping (except geophysical) services	6	T	1406	
54138X	Testing laboratories	6	T	1407	
5413XX	Architectural, engineering, and related services	5	T	1399	
54141X	Interior design services	6	T	1409	
54143X	Graphic design services	6	T	1411	
5414XX	Specialized design services	5	T	1408	
541511	Custom computer programming services	7	T	1414	
541512	Computer systems design services	7	T	1415	
54151X	Computer systems design and related services	6	T	1413	
5415XX	Computer systems design and related services	5	T	1412	
541611	Administrative management and general management consulting services	7	T	1419	
541613	Marketing consulting services	7	T	1421	
541614	Process, physical distribution, and logistics consulting services	7	T	1422	
54161X	Management consulting services	6	T	1418	
54162X	Environmental consulting services	6	T	1423	
5416XX	Management, scientific, and technical consulting services	5	T	1417	
541711	Research and development in biotechnology	7	T	1426	
541712	Research and development in the physical, engineering, and life sciences (except biotechnology)	7	T	1427	
54171X	Research and development in the physical, engineering, and life sciences	6	T	1425	
5417XX	Scientific research and development services	5	T	1424	
54181X	Advertising agencies	6	T	1430	
54182X	Public relations agencies	6	T	1431	
54185X	Outdoor advertising	6	T	1434	
54186X	Direct mail advertising	6	T	1435	
54187X	Advertising material distribution services	6	T	1436	
5418XX	Advertising and related services	5	T	1429	
541921	Photography studios, portrait	7	T	1440	
541922	Commercial photography	7	T	1441	
54192X	Photographic services	6	T	1439	
54194X	Veterinary services	6	T	1443	
5419XX	Other professional, scientific, and technical services	5	T	1437	
541XXX	Professional, scientific, and technical services	4	T	1388	
551112	Offices of other holding companies	7	T	1449	
551114	Corporate, subsidiary, and regional managing offices	7	T	1450	
55111X	Management of companies and enterprises	6	T	1447	
5511XX	Management of companies and enterprises	5	T	1446	
551XXX	Management of companies and enterprises	4	T	1445	
56111X	Office administrative services	6	T	1454	
5611XX	Office administrative services	5	T	1453	
56121X	Facilities support services	6	T	1456	
5612XX	Facilities support services	5	T	1455	
561311	Employment placement agencies	7	T	1459	
56131X	Employment placement agencies	6	T	1458	
56132X	Temporary help services	6	T	1461	
56133X	Professional employer organizations	6	T	1462	
5613XX	Employment services	5	T	1457	
561422	Telemarketing bureaus	7	T	1467	
56142X	Telephone call centers	6	T	1465	
561431	Private mail centers	7	T	1469	
56143X	Business service centers	6	T	1468	
56144X	Collection agencies	6	T	1470	
561491	Repossession services	7	T	1473	
56149X	Other business support services	6	T	1472	
5614XX	Business support services	5	T	1463	
56151X	Travel agencies	6	T	1476	
56152X	Tour operators	6	T	1477	
56159X	Other travel arrangement and reservation services	6	T	1478	
5615XX	Travel arrangement and reservation services	5	T	1475	
561611	Investigation services	7	T	1482	
561612	Security guards and patrol services	7	T	1483	
561613	Armored car services	7	T	1484	
56161X	Investigation, guard, and armored car services	6	T	1481	
561621	Security systems services (except locksmiths)	7	T	1486	
561622	Locksmiths	7	T	1487	
56162X	Security systems services	6	T	1485	
5616XX	Investigation and security services	5	T	1480	
56171X	Exterminating and pest control services	6	T	1489	
56172X	Janitorial services	6	T	1490	
56173X	Landscaping services	6	T	1491	
56174X	Carpet and upholstery cleaning services	6	T	1492	
5617XX	Services to buildings and dwellings	5	T	1488	
56191X	Packaging and labeling services	6	T	1494	
5619XX	Other support services	5	T	1493	
561XXX	Administrative and support services	4	T	1452	
562111	Solid waste collection	7	T	1499	
562112	Hazardous waste collection	7	T	1500	
56211X	Waste collection	6	T	1498	
5621XX	Waste collection	5	T	1497	
562211	Hazardous waste treatment and disposal	7	T	1503	
562212	Solid waste landfill	7	T	1504	
56221X	Waste treatment and disposal	6	T	1502	
5622XX	Waste treatment and disposal	5	T	1501	
56291X	Remediation services	6	T	1507	
56292X	Materials recovery facilities	6	T	1508	
562991	Septic tank and related services	7	T	1510	
56299X	All other waste management services	6	T	1509	
5629XX	Remediation and other waste management services	5	T	1506	
562XXX	Waste management and remediation services	4	T	1496	
61111X	Elementary and secondary schools	6	T	1515	
6111XX	Elementary and secondary schools	5	T	1514	
61121X	Junior colleges	6	T	1517	
6112XX	Junior colleges	5	T	1516	
61131X	Colleges, universities, and professional schools	6	T	1519	
6113XX	Colleges, universities, and professional schools	5	T	1518	
611512	Flight training	7	T	1527	
61151X	Technical and trade schools	6	T	1525	
6115XX	Technical and trade schools	5	T	1524	
61162X	Sports and recreation instruction	6	T	1531	
611691	Exam preparation and tutoring	7	T	1534	
611692	Automobile driving schools	7	T	1535	
61169X	All other schools and instruction	6	T	1533	
6116XX	Other schools and instruction	5	T	1529	
611XXX	Educational services	4	T	1513	
621111	Offices of physicians (except mental health specialists)	7	T	1542	
621112	Offices of physicians, mental health specialists	7	T	1543	
62111X	Offices of physicians	6	T	1541	
6211XX	Offices of physicians	5	T	1540	
62121X	Offices of dentists	6	T	1545	
6212XX	Offices of dentists	5	T	1544	
62131X	Offices of chiropractors	6	T	1547	
62132X	Offices of optometrists	6	T	1548	
62133X	Offices of mental health practitioners (except physicians)	6	T	1549	
62134X	Offices of physical, occupational and speech therapists, and audiologists	6	T	1550	
62139X	Offices of all other health practitioners	6	T	1551	
6213XX	Offices of other health practitioners	5	T	1546	
62142X	Outpatient mental health and substance abuse centers	6	T	1555	
621492	Kidney dialysis centers	7	T	1558	
621493	Freestanding ambulatory surgical and emergency centers	7	T	1559	
62149X	Other outpatient care centers	6	T	1556	
6214XX	Outpatient care centers	5	T	1553	
621511	Medical laboratories	7	T	1562	
621512	Diagnostic imaging centers	7	T	1563	
62151X	Medical and diagnostic laboratories	6	T	1561	
6215XX	Medical and diagnostic laboratories	5	T	1560	
62161X	Home health care services	6	T	1565	
6216XX	Home health care services	5	T	1564	
62191X	Ambulance services	6	T	1567	
621991	Blood and organ banks	7	T	1569	
62199X	All other ambulatory health care services	6	T	1568	
6219XX	Other ambulatory health care services	5	T	1566	
621XXX	Ambulatory health care services	4	T	1539	
62211X	General medical and surgical hospitals	6	T	1572	
6221XX	General medical and surgical hospitals	5	T	1571	
62221X	Psychiatric and substance abuse hospitals	6	T	1574	
6222XX	Psychiatric and substance abuse hospitals	5	T	1573	
62231X	Specialty (except psychiatric and substance abuse) hospitals	6	T	1576	
6223XX	Specialty (except psychiatric and substance abuse) hospitals	5	T	1575	
622XXX	Hospitals	4	T	1570	
62311X	Nursing care facilities (skilled nursing facilities)	6	T	1579	
6231XX	Nursing care facilities (skilled nursing facilities)	5	T	1578	
62321X	Residential intellectual and developmental disability facilities	6	T	1581	
62322X	Residential mental health and substance abuse facilities	6	T	1582	
6232XX	Residential intellectual and developmental disability, mental health, and substance abuse facilites	5	T	1580	
623311	Continuing care retirement communities	7	T	1585	
623312	Assisted living facilities for the elderly	7	T	1586	
62331X	Continuing care retirement communities and assisted living facilities for the elderly	6	T	1584	
6233XX	Continuing care retirement communities and assisted living facilities for the elderly	5	T	1583	
6239XX	Other residential care facilities	5	T	1587	
623XXX	Nursing and residential care facilities	4	T	1577	
62411X	Child and youth services	6	T	1590	
62412X	Services for the elderly and persons with disabilities	6	T	1591	
6241XX	Individual and family services	5	T	1589	
62421X	Community food services	6	T	1593	
624221	Temporary shelters	7	T	1595	
62422X	Community housing services	6	T	1594	
62423X	Emergency and other relief services	6	T	1596	
6242XX	Community food and housing, and emergency and other relief services	5	T	1592	
62431X	Vocational rehabilitation services	6	T	1598	
6243XX	Vocational rehabilitation services	5	T	1597	
62441X	Child day care services	6	T	1600	
6244XX	Child day care services	5	T	1599	
624XXX	Social assistance	4	T	1588	
71112X	Dance companies	6	T	1606	
71113X	Musical groups and artists	6	T	1607	
7111XX	Performing arts companies	5	T	1604	
