industry_code	industry_text	display_level	selectable	sort_sequence
4940	Water supply	4 	T	00730	
4950	Sanitary services	4 	T	00731	
4960	Steam and air-conditioning supply	4 	T	00732	
4970	Irrigation systems	4 	T	00733	
5000	Wholesale trade durable goods	3 	T	00736	
5010	Motor vehicles, parts, and supplies	4 	T	00737	
5020	Furniture and home furnishings	4 	T	00738	
5030	Lumber and construction materials	4 	T	00739	
5040	Professional and commercial equipment	4 	T	00740	
5050	Metals and minerals, except petroleum	4 	T	00741	
5060	Electrical goods	4 	T	00742	
5070	Hardware, plumbing and heating equipment	4 	T	00743	
5080	Machinery, equipment, and supplies	4 	T	00744	
5090	Miscellaneous durable goods	4 	T	00745	
5100	Wholesale trade nondurable goods	3 	T	00746	
5110	Paper and paper products	4 	T	00747	
5120	Drugs, proprietaries, and sundries	4 	T	00748	
5130	Apparel, piece goods, and notions	4 	T	00749	
5140	Groceries and related products	4 	T	00750	
5150	Farm-product raw materials	4 	T	00751	
5160	Chemicals and allied products	4 	T	00752	
5170	Petroleum and petroleum products	4 	T	00753	
5180	Beer, wine, and distilled beverages	4 	T	00754	
5190	Miscellaneous nondurable goods	4 	T	00755	
5200	Building materials and garden supplies	3 	T	00757	
5210	Lumber and other building materials	4 	T	00758	
5230	Paint, glass, and wallpaper stores	4 	T	00759	
5250	Hardware stores	4 	T	00760	
5260	Retail nurseries and garden stores	4 	T	00761	
5270	Mobile home dealers	4 	T	00762	
5300	General merchandise stores	3 	T	00763	
5310	Department stores	4 	T	00764	
5330	Variety stores	4 	T	00765	
5390	Miscellaneous general merchandise stores	4 	T	00766	
5400	Food stores	3 	T	00767	
5410	Grocery stores	4 	T	00768	
5420	Meat and fish markets	4 	T	00769	
5430	Fruit and vegetable markets	4 	T	00770	
5440	Candy, nut, and confectionery stores	4 	T	00771	
5450	Dairy products stores	4 	T	00772	
5460	Retail bakeries	4 	T	00773	
5490	Miscellaneous food stores	4 	T	00774	
5500	Automotive dealers and service stations	3 	T	00775	
5510	New and used car dealers	4 	T	00776	
5520	Used car dealers	4 	T	00777	
5530	Auto and home supply stores	4 	T	00778	
5540	Gasoline service stations	4 	T	00779	
5550	Boat dealers	4 	T	00780	
5560	Recreational vehicle dealers	4 	T	00781	
5570	Motorcycle dealers	4 	T	00782	
5590	Automotive dealers, n.e.c.	4 	T	00783	
5600	Apparel and accessory stores	3 	T	00784	
5610	Mens and boys clothing stores	4 	T	00785	
5620	Womens clothing stores	4 	T	00786	
5630	Womens accessory and specialty stores	4 	T	00787	
5640	Childrens and infants wear stores	4 	T	00788	
5650	Family clothing stores	4 	T	00789	
5660	Shoe stores	4 	T	00790	
5690	Miscellaneous apparel and accessory stores	4 	T	00791	
5700	Furniture and home furnishings stores	3 	T	00792	
5710	Furniture and home furnishings stores	4 	T	00793	
5720	Household appliance stores	4 	T	00794	
5730	Radio, television, and computer stores	4 	T	00795	
5800	Eating and drinking places	3 	T	00796	
5810	Eating and drinking places	4 	T	00797	
5900	Miscellaneous retail	3 	T	00798	
5910	Drug stores and proprietary stores	4 	T	00799	
5920	Liquor stores	4 	T	00800	
5930	Used merchandise stores	4 	T	00801	
5940	Miscellaneous shopping goods stores	4 	T	00802	
5960	Nonstore retailers	4 	T	00803	
5980	Fuel dealers	4 	T	00804	
5990	Retail stores, n.e.c.	4 	T	00805	
6000	Depository institutions	3 	T	00807	
6010	Central reserve depositories	4 	T	00808	
6020	Commercial banks	4 	T	00809	
6030	Savings institutions	4 	T	00810	
6060	Credit unions	4 	T	00811	
6080	Foreign bank and branches and agencies	4 	T	00812	
6090	Functions closely related to banking	4 	T	00813	
6100	Nondepository institutions	3 	T	00814	
6110	Federal and federal-sponsored credit	4 	T	00815	
6140	Personal credit institutions	4 	T	00816	
6150	Business credit institutions	4 	T	00817	
6160	Mortgage bankers and brokers	4 	T	00818	
6200	Security and commodity brokers	3 	T	00819	
6210	Security brokers and dealers	4 	T	00820	
6220	Commodity contracts brokers and dealers	4 	T	00821	
6230	Security and commodity exchanges	4 	T	00822	
6280	Security and commodity services	4 	T	00823	
6300	Insurance carriers	3 	T	00824	
6310	L e insurance	4 	T	00825	
6320	Medical service and health insurance	4 	T	00826	
6330	Fire, marine, and casualty insurance	4 	T	00827	
6350	Surety insurance	4 	T	00828	
6360	Title insurance	4 	T	00829	
6370	Pensio, health, and welfare funds	4 	T	00830	
6390	Insurance carriers, n.e.c.	4 	T	00831	
6400	Insurance agents, brokers, and service	3 	T	00832	
6410	Insurance agents, brokers, and service	4 	T	00833	
6500	Real estate	3 	T	00834	
6510	Real estate operators and lessors	4 	T	00835	
6530	Real estate agents and managers	4 	T	00836	
6540	Title abstract offices	4 	T	00837	
6550	Subdividers and developers	4 	T	00838	
6700	Holding and other investment offices	3 	T	00839	
6710	Holding offices	4 	T	00840	
6720	Investment offices	4 	T	00841	
6730	Trusts	4 	T	00842	
6790	Miscellaneous investing	4 	T	00843	
7000	Hotels and other lodging places	3 	T	00845	
7010	Hotels and motels	4 	T	00846	
7030	Camps and recreational vehicle parks	4 	T	00847	
7040	Membership-basis organization hotels	4 	T	00848	
7200	Personal services	3 	T	00849	
7210	Laundry, cleaning, and garment services	4 	T	00850	
7220	Photographic studios, portrait	4 	T	00851	
7230	Beauty shops	4 	T	00852	
7240	Barber shops	4 	T	00853	
7260	Funeral service and crematories	4 	T	00854	
7290	Miscellaneous personal services	4 	T	00855	
7300	Business services	3 	T	00856	
7310	Advertising	4 	T	00857	
7320	Credit reporting and collection	4 	T	00858	
7330	Mailing, reproduction, stenographic	4 	T	00859	
7340	Services to buildings	4 	T	00860	
7350	Miscellaneous equipment rental and leasing	4 	T	00861	
7360	Personnel supply services	4 	T	00862	
7370	Computer and data processing services	4 	T	00863	
7380	Miscellaneous business services	4 	T	00864	
7500	Auto repair, services, and parking	3 	T	00865	
7510	Automotive rentals, no drivers	4 	T	00866	
7520	Automobile parking	4 	T	00867	
7530	Automotive repair shops	4 	T	00868	
7540	Automotive services, except repair	4 	T	00869	
7600	Miscellaneous repair services	3 	T	00870	
7620	Electrical repair shops	4 	T	00871	
7640	Reupholstery and furniture repair	4 	T	00872	
7690	Miscellaneous repair shops	4 	T	00873	
7800	Motion pictures	3 	T	00874	
7810	Motion picture production and services	4 	T	00875	
7820	Motion picture distribution and services	4 	T	00876	
7830	Motion picture theaters	4 	T	00877	
7840	Video tape rental	4 	T	00878	
7900	Amusement and recreation services	3 	T	00879	
7910	Dance studios, schools, halls	4 	T	00880	
7920	Producers, orchestras, and entertainers	4 	T	00881	
7930	Bowling centers	4 	T	00882	
7940	Commercial sports	4 	T	00883	
7990	Miscellaneous amusement, recreation services	4 	T	00884	
8000	Health services	3 	T	00885	
8010	Offices and clinics of medical doctors	4 	T	00886	
8020	Offices and clinics of dentists	4 	T	00887	
8030	Offices of osteopathic physicians	4 	T	00888	
8040	Offices of other health practitioners	4 	T	00889	
8050	Nursing and personal care facilities	4 	T	00890	
8060	Hospitals	4 	T	00891	
8070	Medical and dental laboratories	4 	T	00892	
8080	Home health care services	4 	T	00893	
8090	Health and allied services, n.e.c.	4 	T	00894	
8100	Legal services	3 	T	00895	
8110	Legal services	4 	T	00896	
8200	Educational services	3 	T	00897	
8210	Elementary and secondary schools	4 	T	00898	
8220	Colleges and universities	4 	T	00899	
8230	Libraries	4 	T	00900	
8240	Vocational schools	4 	T	00901	
8290	Schools and educational services, n.e.c.	4 	T	00902	
8300	Social services	3 	T	00903	
8320	Individual and family services	4 	T	00904	
8330	Job training and related services	4 	T	00905	
8350	Child day care services	4 	T	00906	
8360	Residential care	4 	T	00907	
8390	Social services, n.e.c.	4 	T	00908	
8400	Museums, botanical, zoological gardens	3 	T	00909	
8410	Museums and art galleries	4 	T	00910	
8420	Botanical and zoological gardens	4 	T	00911	
8600	Membership prganizations	3 	T	00912	
8610	Business associations	4 	T	00913	
8620	Professional membership organizations	4 	T	00914	
8630	Labor organizations	4 	T	00915	
8640	Civic and social associations	4 	T	00916	
8660	Religious organizations	4 	T	00917	
8690	Membership organizations, n.e.c.	4 	T	00918	
8700	Engineering and management services	3 	T	00919	
8710	Engineering and architectural services	4 	T	00920	
8720	Accounting, auditing, and bookkeeping	4 	T	00921	
8730	Research and testing services	4 	T	00922	
8740	Management and public relations	4 	T	00923	
8900	Services, n.e.c.	3 	T	00924	
8990	Services, n.e.c.	4 	T	00925	
M050	Agricultural production	2 	T	00002	
M090	Agriculture, forestry, and fishing	1 	T	00003	
M100	Mining	1 	T	00031	
M200	Construction	1 	T	00053	
M250	Durable goods	1 	T	00213	
M270	Nondurable goods	1 	T	00072	
M300	Manufacturing	1 	T	00071	
M400	Transportation, communications, electric, gas, and sanitary services	1 	T	00690	
M450	Wholesale and retail trade	1 	T	00734	
M500	Wholesale trade	2 	T	00735	
M600	Retail trade	2 	T	00756	
M700	Finance, insurance, and real estate	1 	T	00806	
M800	Services	1 	T	00844	
MTXX	All industries	1 	T	00926	
