series_code	seasonal	index	series_name	footnote_codes	begin_year	begin_period	end_year	end_period
EIUIP2934                     	U	IP	Nucleic acids and their salts, other heterocyclic compounds	          	2009	M12	2017	M09
EIUIP30                       	U	IP	Pharmaceutical products	          	1992	M12	2017	M09
EIUIP3002                     	U	IP	Human and animal blood, prep; antisera & other blood fractions	          	2014	M12	2017	M09
EIUIP3004                     	U	IP	Medicaments (except vaccines, band.,  pharmaceuticals)	          	2001	M12	2017	M09
EIUIP31                       	U	IP	Fertilizers	          	2009	M12	2017	M09
EIUIP32                       	U	IP	Tanning extracts; dye, pigments, varnish, paints & putty	          	2011	M12	2017	M09
EIUIP33                       	U	IP	Essential oils and resinoids	          	2016	M12	2017	M09
EIUIP38                       	U	IP	Miscellaneous chemical products	          	1996	M12	2017	M09
EIUIP39                       	U	IP	Plastics and articles thereof	          	1992	M12	2017	M09
EIUIP3923                     	U	IP	Articles for the conveyance or packing of goods, of plastics	          	2003	M12	2017	M09
EIUIP3924                     	U	IP	Tableware, kitchenware, other articles of plastics	          	2009	M12	2017	M09
EIUIP3926                     	U	IP	Articles of plastic, polymers & resins of heading 3901 to 3914, nesoi	          	1992	M12	2017	M09
EIUIP40                       	U	IP	Rubber and articles thereof	          	1992	M12	2017	M09
EIUIP4011                     	U	IP	New pneumatic tires of rubber	          	2004	M12	2017	M09
EIUIP4016                     	U	IP	Articles nesoi, of unhardened vulcanized rubber	          	2014	M12	2017	M09
EIUIP42                       	U	IP	Articles of leather; travel goods, bags, etc. of various materials	          	1992	M12	2017	M09
EIUIP4202                     	U	IP	Travel goods and handbags	          	2015	M12	2017	M09
EIUIP44                       	U	IP	Wood and articles of wood; wood charcoal	          	2014	M12	2017	M09
EIUIP4407                     	U	IP	Wood sawn or chipped lengthwise, sliced or peeled	          	2013	M12	2017	M09
EIUIP48                       	U	IP	Paper and paperboard; articles of paper pulp, paper or paperboard	          	1992	M12	2017	M09
EIUIP49                       	U	IP	Printed matter	          	2015	M12	2017	M09
EIUIP61                       	U	IP	Articles of apparel and clothing accessories, knitted or crocheted	          	1992	M12	2017	M09
EIUIP6110                     	U	IP	Knitted sweaters, pullovers, sweatshirts vests and similar art.	          	2015	M12	2017	M09
EIUIP62                       	U	IP	Articles of apparel and clothing accessories, not knitted or crocheted	          	1992	M12	2017	M09
EIUIP6203                     	U	IP	Men's or boy's suits, ensembles, suit-type jackets, blazers & trousers	          	1992	M12	2017	M09
EIUIP6205                     	U	IP	Men's or boys' shirts, not knitted or crocheted	          	2012	M12	2017	M09
EIUIP63                       	U	IP	Made-up or worn textile articles	          	1992	M12	2017	M09
EIUIP64                       	U	IP	Footwear and  parts of such articles	          	1992	M12	2017	M09
EIUIP6402                     	U	IP	Footwear, with outer soles and uppers of rubber or plastics	          	2016	M12	2017	M09
EIUIP6403                     	U	IP	Footwear with uppers of leathers	          	1992	M12	2017	M09
EIUIP68                       	U	IP	Articles of stone, plaster, cement, asbestos, or mica	          	2015	M12	2017	M09
EIUIP69                       	U	IP	Ceramic products	          	1992	M12	2017	M09
EIUIP70                       	U	IP	Glass and glassware	          	1992	M12	2017	M09
EIUIP7102                     	U	IP	Diamonds, whether or not worked, but not mounted or set	          	1992	M12	2017	M09
EIUIP7106                     	U	IP	Silver unwrought, semi-mfg or powder	          	2012	M12	2017	M09
EIUIP7108                     	U	IP	Gold (incl plated with platinum), unwrght, semi-mfg or pwdr	          	1996	M12	2017	M09
EIUIP7110                     	U	IP	Platinum, unwrought, semi-mfg or powder	          	2001	M12	2017	M09
EIUIP7113                     	U	IP	Jewelry of precious metal	          	2012	M12	2017	M09
EIUIP72                       	U	IP	Iron and steel	          	1992	M12	2017	M09
EIUIP73                       	U	IP	Articles of iron or steel	          	1992	M12	2017	M09
EIUIP7318                     	U	IP	Screws, bolts, nuts, rivets, cotters, washers, etc.	          	2011	M12	2017	M09
EIUIP7326                     	U	IP	Articles of iron or steel,  nesoi	          	2012	M12	2017	M09
EIUIP74                       	U	IP	Copper and articles thereof	          	1992	M12	2017	M09
EIUIP76                       	U	IP	Aluminum and articles thereof	          	1992	M12	2017	M09
EIUIP7601                     	U	IP	Aluminum, unwrought	          	1996	M12	2017	M09
EIUIP82                       	U	IP	Tools, implements, cutlery, spoons and forks, of base metal; parts thereof	          	1992	M12	2017	M09
EIUIP83                       	U	IP	Miscellaneous articles of base metal	          	1992	M12	2017	M09
EIUIP84                       	U	IP	Machinery and mechanical appliances; parts thereof	          	1992	M12	2017	M09
EIUIP8407                     	U	IP	Spark-ignition internal combustion piston engines	          	2004	M12	2017	M09
EIUIP8408                     	U	IP	Diesel & semi-diesel internal combustion  piston engines	          	2011	M12	2017	M09
EIUIP8409                     	U	IP	Parts for spark-ignition and diesel internal combustion piston engines	          	1992	M12	2017	M09
EIUIP8411                     	U	IP	Turbojets, turbopropellers and other gas turbines, and parts thereof	          	1997	M12	2017	M09
EIUIP8412                     	U	IP	Engines & motors, nesoi, & parts thereof	          	2012	M12	2017	M09
EIUIP8413                     	U	IP	Pumps for liquids; liquid elevators; parts thereof	          	1992	M12	2017	M09
EIUIP8414                     	U	IP	Air or vacuum pumps, compressors and fans; vent & recycling hoods; parts	          	1992	M12	2017	M09
EIUIP8415                     	U	IP	Air conditioning machines and parts thereof	          	2014	M12	2017	M09
EIUIP8418                     	U	IP	Refrigerators, freezers, heat pumps; and parts	          	2006	M12	2017	M09
EIUIP8429                     	U	IP	Self-propelled earth-moving, tamping, & road roller machines	          	2012	M12	2017	M09
EIUIP8431                     	U	IP	Parts for materials handling & construction machines	          	1992	M12	2017	M09
EIUIP8443                     	U	IP	Printing machinery, machines ancillary to printing; & parts	          	2012	M12	2017	M09
EIUIP8467                     	U	IP	Powered hand tools, nonelectric, and parts thereof	          	2016	M12	2017	M09
EIUIP8471                     	U	IP	Computer equipment	          	1992	M12	2017	M09
EIUIP8473                     	U	IP	Parts and accessories, n.e.s.o.i., for computers and other office machines	          	1992	M12	2017	M09
EIUIP8479                     	U	IP	Machines & appliances having functions n.e.s.; parts thereof	          	2016	M12	2017	M09
EIUIP8481                     	U	IP	Taps, cocks, valves & similar appliances; parts thereof	          	1992	M12	2017	M09
EIUIP8483                     	U	IP	Parts for transmitting power (clutches, shafts, gears & boxes, pulleys, etc)	          	1992	M12	2017	M09
EIUIP8486                     	U	IP	Machines used for manufacture of semiconductor wafers	          	2012	M12	2017	M09
EIUIP85                       	U	IP	Electrical machinery and equip, sound and TV recorders & reproducers, parts	          	1992	M12	2017	M09
EIUIP8501                     	U	IP	Electric motors and generators (excludes  generating sets)	          	1992	M12	2017	M09
EIUIP8504                     	U	IP	Electrical transformers, inductors & static converters (rectifiers); parts	          	1992	M12	2017	M09
EIUIP8507                     	U	IP	Electric storage batteries, and parts thereof	          	2013	M12	2017	M09
EIUIP8511                     	U	IP	IC engine ignition or starting equip;  generators; & parts	          	2013	M12	2017	M09
EIUIP8512                     	U	IP	Vehicular electric lighting equipment, and defrosters;	          	2014	M12	2017	M09
EIUIP8516                     	U	IP	Electrothermic domestic appliances; water & space heaters; resistors	          	1992	M12	2017	M09
EIUIP8517                     	U	IP	Electrical apparatus for line telephony or line telegraphy; videophones; parts	          	1992	M12	2017	M09
EIUIP8518                     	U	IP	Microphones & stands; audio/sound amps; speakers; & headphones	          	2012	M12	2017	M09
EIUIP8523                     	U	IP	Prepared unrecorded media for sound or similar recording	          	2004	M12	2017	M09
EIUIP8525                     	U	IP	Radio & TV transmission apparatus; video  cameras & camera recorders; TV cameras	          	1992	M12	2017	M09
EIUIP8527                     	U	IP	Radio receivers whether or not w/ clock,  player or recorder in the same housing	          	1992	M12	2017	M09
EIUIP8528                     	U	IP	TV reception apparatus; video monitors & video projectors	          	1992	M12	2017	M09
EIUIP8536                     	U	IP	Electrical circuit switching, protecting or connection app. of 1000 volts or less	          	1992	M12	2017	M09
EIUIP8537                     	U	IP	Electric control or distribution equipment	          	2015	M12	2017	M09
EIUIP8541                     	U	IP	Semiconductor devices; L.E.D.s; mounted piezoelectric crystals; parts thereof	          	1992	M12	2017	M09
EIUIP8542                     	U	IP	Electronic integrated circuits and micro assemblies; parts thereof	          	1992	M12	2017	M09
EIUIP8543                     	U	IP	Electrical machines & apparatus, func. n.e.s.o.i.; parts	          	2014	M12	2017	M09
EIUIP8544                     	U	IP	Insulated  conductors	          	2010	M12	2017	M09
EIUIP87                       	U	IP	Motor vehicles and their parts	          	1992	M12	2017	M09
EIUIP8703                     	U	IP	Motor vehicles designed to transport people	          	1992	M12	2017	M09
EIUIP8704                     	U	IP	Motor vehicles for the transport of goods	          	2013	M12	2017	M09
EIUIP8708                     	U	IP	Parts of tractors, buses, automobiles, trucks, spec. vehicles	          	1996	M12	2017	M09
EIUIP88                       	U	IP	Aircraft, spacecraft, and parts thereof	          	2002	M12	2017	M09
EIUIP8803                     	U	IP	Parts, nesoi, of civil aircraft and spacecraft	          	2012	M12	2017	M09
EIUIP90                       	U	IP	Optical, photographic, measuring and medical instruments	          	1992	M12	2017	M09
EIUIP9018                     	U	IP	Instruments/appliances used in medical, surgical, dental, veterinarian sciences	          	1992	M12	2017	M09
EIUIP9021                     	U	IP	Orthopedic appliances; artificial body parts; hearing aids, etc	          	2003	M12	2017	M09
EIUIP9022                     	U	IP	X-ray radiotherapy & radiography  apparatus  & X-ray tubes	          	2016	M12	2017	M09
EIUIP9027                     	U	IP	Instruments and apparatus for physical or chemical analysis	          	2006	M12	2017	M09
EIUIP9031                     	U	IP	Measuring instruments, appliances, and machines, nesoi	          	2013	M12	2017	M09
EIUIP9032                     	U	IP	Automatic regulating or controlling instruments and parts	          	2011	M12	2017	M09
EIUIP91                       	U	IP	Clocks and watches and parts thereof	          	1992	M12	2017	M09
EIUIP9102                     	U	IP	Watches including stop watches	          	2016	M12	2017	M09
EIUIP94                       	U	IP	Furniture & stuffed furnishings; lamps &  lighting fittings, nesoi; prefab bldgs	          	1992	M12	2017	M09
EIUIP9401                     	U	IP	Seats other than barber, dental and similar chairs	          	2001	M12	2017	M09
EIUIP9403                     	U	IP	Furniture other than seats, nesoi	          	2001	M12	2017	M09
EIUIP9405                     	U	IP	Lamps, lighting fixtures, & illuminated signs and parts thereof	          	1992	M12	2017	M09
EIUIP95                       	U	IP	Toys, games and sports equipment; parts and accessories thereof	          	1992	M12	2017	M09
EIUIP9503                     	U	IP	Toys nesoi; models; puzzles; parts and accessories thereof	          	1992	M12	2017	M09
EIUIP9506                     	U	IP	Articles & equipment for sports nesoi; parts & accessories thereof	          	1992	M12	2017	M09
EIUIP96                       	U	IP	Miscellaneous manufactured articles	          	1992	M12	2017	M09
EIUIPI                        	U	IP	Live animals; animal products	          	1992	M12	2017	M09
EIUIPII                       	U	IP	Vegetable products	          	1992	M12	2017	M09
EIUIPIII                      	U	IP	Animal or vegetable fats and oils	          	2009	M12	2017	M09
EIUIPIV                       	U	IP	Prepared foodstuffs,  beverages, and tobacco	          	1992	M12	2017	M09
EIUIPIX                       	U	IP	Wood, wood charcoal, cork, straw, basketware and wickerwork	          	1992	M12	2017	M09
EIUIPV                        	U	IP	Mineral products	          	1992	M12	2017	M09
EIUIPVI                       	U	IP	Products of the chemical or allied industries	          	1992	M12	2017	M09
EIUIPVII                      	U	IP	Plastics and articles thereof; rubber and articles thereof	          	1992	M12	2017	M09
EIUIPVIII                     	U	IP	Raw hides, skins, leather, furskins, travel goods, etc	          	1992	M12	2017	M09
EIUIPX                        	U	IP	Woodpulp, recovered paper, and paper products	          	1992	M12	2017	M09
EIUIPXI                       	U	IP	Textile and textile articles	          	1992	M12	2017	M09
EIUIPXII                      	U	IP	Headgear, umbrellas, artificial flowers, etc.	          	1992	M12	2017	M09
EIUIPXIII                     	U	IP	Stone, plaster, cement, asbestos, ceramics, glass etc.	          	1992	M12	2017	M09
EIUIPXIV                      	U	IP	Pearls, stones, precious metals, imitation jewelry, and coins	          	1992	M12	2017	M09
EIUIPXV                       	U	IP	Base metals and  articles of base metals	          	1992	M12	2017	M09
EIUIPXVI                      	U	IP	Machinery, electrical equipment, TV image and sound recorders, parts, etc.	          	1992	M12	2017	M09
EIUIPXVII                     	U	IP	Vehicles, aircraft, vessels and associated transport equipment	          	1992	M12	2017	M09
EIUIPXVIII                    	U	IP	Optical, photo, measuring, medical & musical instruments; & timepieces	          	1992	M12	2017	M09
EIUIPXX                       	U	IP	Miscellaneous manufactured articles	          	1992	M12	2017	M09
EIUIQ                         	U	IQ	All commodities	          	1983	M09	2017	M09
EIUIQ0                        	U	IQ	Foods, feeds, & beverages	          	1983	M09	2017	M09
EIUIQ00                       	U	IQ	Agricultural foods, feeds & beverages, excluding distilled beverages	          	1983	M03	2017	M09
EIUIQ000                      	U	IQ	Wheat and rice	          	1984	M12	2017	M09
EIUIQ00000                    	U	IQ	Wheat	          	1980	M12	2017	M09
EIUIQ001                      	U	IQ	Soybeans & other oil seeds	          	1984	M12	2017	M09
EIUIQ00100                    	U	IQ	Soybeans and soybean by-products,  prior to the extraction of oil	          	1980	M12	2017	M09
EIUIQ002                      	U	IQ	Feedstuff	          	1984	M12	2017	M09
EIUIQ00200                    	U	IQ	Corn	          	1984	M12	2017	M09
EIUIQ00210                    	U	IQ	Other feedgrains	          	2010	M12	2017	M09
EIUIQ00220                    	U	IQ	Other animal feeds, n.e.s.	          	1983	M03	2017	M09
EIUIQ003                      	U	IQ	Other agricultural foods	          	1984	M12	2017	M09
EIUIQ00300                    	U	IQ	Meat, poultry & other edible animal products	          	2006	M12	2017	M09
EIUIQ00320                    	U	IQ	Fruit and fruit preparations, including fruit juices	          	1984	M12	2017	M09
EIUIQ00330                    	U	IQ	Vegetables and vegetable preparations and juices	          	1984	M12	2017	M09
EIUIQ00340                    	U	IQ	Nuts & preparations	          	2014	M12	2017	M09
EIUIQ00350                    	U	IQ	Bakery & confectionery products	          	2016	M12	2017	M09
EIUIQ00360                    	U	IQ	Other foods and food preparations (lard,soft bev, spices), n.e.s.	          	1984	M12	2017	M09
EIUIQ01                       	U	IQ	Nonagricultural foods (fish, distilled beverages)	          	1983	M09	2017	M09
EIUIQ01000                    	U	IQ	Fish and shellfish	          	2016	M12	2017	M09
EIUIQ1                        	U	IQ	Industrial supplies & materials	          	1983	M09	2017	M09
EIUIQ10                       	U	IQ	Agricultural industrial supplies & materials	          	1983	M09	2017	M09
EIUIQ100                      	U	IQ	Cotton, incl linters-raw	          	2005	M12	2017	M09
EIUIQ101                      	U	IQ	Other agricultural materials	          	1983	M09	2017	M09
EIUIQ10150                    	U	IQ	Other agricultural materials-manufactured	          	2010	M12	2017	M09
EIUIQ11                       	U	IQ	Fuels & lubricants	          	1983	M09	2017	M09
EIUIQ110                      	U	IQ	Coals & related fuels	          	2007	M12	2017	M09
EIUIQ11010                    	U	IQ	Metallurgical grade coal	          	2008	M12	2017	M09
EIUIQ11020                    	U	IQ	Other coal & related fuels	          	2012	M12	2017	M09
EIUIQ111                      	U	IQ	Petroleum & petroleum products	          	1984	M12	2017	M09
EIUIQ11110                    	U	IQ	Fuel oil	          	1984	M03	2017	M09
EIUIQ11120                    	U	IQ	Other petroleum products	          	1983	M09	2017	M09
EIUIQ112                      	U	IQ	Gas-natural	          	2014	M12	2017	M09
EIUIQ12                       	U	IQ	Nonagricultural supplies & materials excluding fuels & building materials	          	1984	M12	2017	M09
EIUIQ121                      	U	IQ	Iron and steel products	          	1996	M12	2017	M09
EIUIQ12100                    	U	IQ	Iron & steel mill products	          	1996	M12	2017	M09
EIUIQ122                      	U	IQ	Nonferrous & other metals	          	1981	M09	2017	M09
EIUIQ12200                    	U	IQ	Aluminum & alumina	          	1981	M09	2017	M09
EIUIQ12210                    	U	IQ	Copper	          	2008	M12	2017	M09
EIUIQ12260                    	U	IQ	Nonmonetary gold	          	1984	M12	2017	M09
EIUIQ12270                    	U	IQ	Other precious metals	          	2001	M12	2017	M09
EIUIQ12290                    	U	IQ	Other nonferrous metals	          	1996	M12	2017	M09
EIUIQ123                      	U	IQ	Finished metal shapes	          	1980	M12	2017	M09
EIUIQ124                      	U	IQ	Paper & paper base stocks	          	1984	M12	2017	M09
EIUIQ12420                    	U	IQ	Woodpulp and recovered paper	          	1983	M09	2017	M09
EIUIQ12430                    	U	IQ	Linerboard, newsprint, and other  paper/paperboard	          	1980	M12	2017	M09
EIUIQ125                      	U	IQ	Chemicals, excluding medicinals	          	1983	M03	2017	M09
EIUIQ12500                    	U	IQ	Plastic materials	          	1983	M09	2017	M09
EIUIQ12510                    	U	IQ	Fertilizers, pesticides, & insecticides	          	2012	M12	2017	M09
EIUIQ12530                    	U	IQ	Industrial inorganic chemicals	          	1987	M12	2017	M09
EIUIQ12540                    	U	IQ	Industrial organic chemicals	          	1984	M12	2017	M09
EIUIQ12550                    	U	IQ	Other chemicals, excluding medicinals	          	1984	M12	2017	M09
EIUIQ126                      	U	IQ	Industrial textile fibers, yarn, and fabric	          	2008	M12	2017	M09
EIUIQ12620                    	U	IQ	Manmade cloth and thread  & cordage	          	2012	M12	2017	M09
EIUIQ127                      	U	IQ	Other nonagricultural industrial supplies and materials	          	1984	M12	2017	M09
EIUIQ12700                    	U	IQ	Synthetic rubber-primary	          	2008	M12	2017	M09
EIUIQ12750                    	U	IQ	Industrial rubber  products	          	2013	M12	2017	M09
EIUIQ12760                    	U	IQ	Mineral supplies-manufactured	          	1985	M09	2017	M09
EIUIQ12770                    	U	IQ	Other goods manufactured and unmanufactured	          	1987	M12	2017	M09
EIUIQ13                       	U	IQ	Selected building materials	          	1984	M12	2017	M09
EIUIQ131                      	U	IQ	Lumber & other wood supplies	          	1984	M12	2017	M09
EIUIQ13100                    	U	IQ	Logs, lumber, plywood and veneers	          	1992	M12	2017	M09
EIUIQ13210                    	U	IQ	Other building materials, exclude wood and glass	          	2016	M12	2017	M09
EIUIQ1DUR                     	U	IQ	Industrial supplies & materials, durable	          	1989	M06	2017	M09
EIUIQ1NONDUR                  	U	IQ	Industrial supplies & materials, nondurable	          	1989	M06	2017	M09
EIUIQ2                        	U	IQ	Capital goods	          	1978	M12	2017	M09
EIUIQ20                       	U	IQ	Electrical generating equipment	          	1980	M12	2017	M09
EIUIQ20000                    	U	IQ	Generators, transformers  & access	          	2012	M12	2017	M09
EIUIQ20005                    	U	IQ	Electric apparatus and parts, n.e.s.	          	1980	M12	2017	M09
EIUIQ21                       	U	IQ	Nonelectrical machinery	          	1980	M12	2017	M09
EIUIQ210                      	U	IQ	Oil drilling, mining, and construction machinery, and equipment	          	1984	M12	2017	M09
EIUIQ21000                    	U	IQ	Drilling & oil field equip.	          	1980	M12	2017	M09
EIUIQ21030                    	U	IQ	Excavating, paving & construction machinery	          	1980	M12	2017	M09
EIUIQ211                      	U	IQ	Industrial and service machinery	          	1980	M12	2017	M09
EIUIQ21100                    	U	IQ	Industrial engines, pumps, & compressors	          	1982	M06	2017	M09
EIUIQ21120                    	U	IQ	Metal working machine tools and rolling mill machines	          	1980	M12	2017	M09
EIUIQ21140                    	U	IQ	Machinery for working wood, glass, rubber & like materials	          	2015	M12	2017	M09
EIUIQ21160                    	U	IQ	Measuring, testing & control instruments	          	1980	M12	2017	M09
EIUIQ21170                    	U	IQ	Materials handling equipment	          	1980	M12	2017	M09
EIUIQ21180                    	U	IQ	Other industrial machinery	          	1984	M12	2017	M09
EIUIQ21190                    	U	IQ	Photo and other service industry machines	          	1984	M12	2017	M09
EIUIQ212                      	U	IQ	Agricultural machinery and  equipment	          	2016	M12	2017	M09
EIUIQ213                      	U	IQ	Computers, peripherals, and  semiconductors	          	1980	M12	2017	M09
EIUIQ21300                    	U	IQ	Computers	          	1980	M12	2017	M09
EIUIQ21301                    	U	IQ	Computer peripherals, accessories and parts	          	1984	M12	2017	M09
EIUIQ21320                    	U	IQ	Semiconductors	          	1984	M12	2017	M09
EIUIQ213COM                   	U	IQ	Computers, peripherals, accessories and parts (excludes end use 21320)	          	1984	M12	2017	M09
EIUIQ214                      	U	IQ	Telecommunications equipment	          	1980	M12	2017	M09
EIUIQ216                      	U	IQ	Scientific and medical machinery	          	1984	M12	2017	M09
EIUIQ21600                    	U	IQ	Laboratory testing & control instruments	          	1980	M12	2017	M09
EIUIQ21610                    	U	IQ	Other scientific, medical and hospital equipment	          	1980	M12	2017	M09
EIUIQ21EXCOM                  	U	IQ	Non-electrical machinery excluding computers, peripherals & semiconductors	          	1984	M12	2017	M09
EIUIQ22                       	U	IQ	Transportation equipment excluding motor vehicles	          	2001	M12	2017	M09
EIUIQ22010                    	U	IQ	Parts for civilian aircraft	          	1980	M12	2017	M09
EIUIQ22020                    	U	IQ	Engines for civilian aircraft	          	2002	M12	2017	M09
EIUIQ2EXCOM                   	U	IQ	Capital goods, excluding computers peripherals & semiconductors	          	1984	M12	2017	M09
EIUIQ3                        	U	IQ	Automotive vehicles, parts & engines	          	1980	M03	2017	M09
EIUIQ300                      	U	IQ	Passenger cars, new and used	          	1981	M03	2017	M09
EIUIQ301                      	U	IQ	Vehicles designed to transport goods	          	1993	M12	2017	M09
EIUIQ302                      	U	IQ	Parts, engines, bodies & chassis	          	1980	M12	2017	M09
EIUIQ30200                    	U	IQ	Engines and engine parts for automotive vehicles	          	1992	M12	2017	M09
EIUIQ30220                    	U	IQ	Automotive tires  & tubes	          	2013	M12	2017	M09
EIUIQ30230                    	U	IQ	Nonengine parts & accessories	          	1984	M12	2017	M09
EIUIQ4                        	U	IQ	Consumer goods, excluding automotives	          	1983	M09	2017	M09
EIUIQ40                       	U	IQ	Nondurables, manufactured	          	1983	M09	2017	M09
EIUIQ400                      	U	IQ	Apparel, footwear, and household  goods	          	2016	M12	2017	M09
EIUIQ40000                    	U	IQ	Textile apparel and  footwear	          	2016	M12	2017	M09
EIUIQ401                      	U	IQ	Other consumer nondurables	          	1983	M09	2017	M09
EIUIQ40100                    	U	IQ	Medicinal, dental, and pharmaceutical preparatory materials	          	1985	M12	2017	M09
EIUIQ40110                    	U	IQ	Books, magazines & other printed material	          	2014	M12	2017	M09
EIUIQ40120                    	U	IQ	Toiletries & cosmetics	          	1998	M12	2017	M09
EIUIQ40140                    	U	IQ	Other products (notions & writing articles)	          	1985	M03	2017	M09
EIUIQ41                       	U	IQ	Durables, manufactured	          	1983	M09	2017	M09
EIUIQ410                      	U	IQ	Household goods	          	1984	M12	2017	M09
EIUIQ41000                    	U	IQ	Furniture and household items	          	2007	M12	2017	M09
EIUIQ41030                    	U	IQ	Household and kitchen appliances	          	1984	M12	2017	M09
EIUIQ41050                    	U	IQ	Miscellaneous household goods	          	1996	M12	2017	M09
EIUIQ411                      	U	IQ	Recreational equip & materials	          	1984	M12	2017	M09
EIUIQ41110                    	U	IQ	Pleasure boats and parts including motors	          	2007	M12	2017	M09
EIUIQ41120                    	U	IQ	Toys, shooting and sporting goods	          	1987	M12	2017	M09
EIUIQ412                      	U	IQ	Home entertainment equipment	          	2009	M12	2017	M09
EIUIQAG                       	U	IQ	Agricultural commodities	          	1985	M03	2017	M09
EIUIQEXAG                     	U	IQ	Nonagricultural commodities	          	1985	M03	2017	M09
EIUIQEXCOM                    	U	IQ	All commodities,excluding computers,  & semiconductors	          	2001	M12	2017	M09
EIUIQEXFDFLS                  	U	IQ	All exports excluding food and fuels	          	2010	M12	2017	M09
EIUIQNAISMHY                  	U	IQ	Nonagricultural industrial supplies & materials	          	1989	M09	2017	M09
EIUIR                         	U	IR	All commodities	          	1982	M09	2017	M09
EIUIR0                        	U	IR	Foods, feeds, & beverages	          	1977	M09	2017	M09
EIUIR00                       	U	IR	Agricultural foods, feeds & beverages, excluding distilled beverages	          	1984	M12	2017	M09
EIUIR000                      	U	IR	Green coffee, cocoa beans, sugar	          	1982	M03	2017	M09
EIUIR00000                    	U	IR	Green coffee	          	2007	M12	2017	M09
EIUIR001                      	U	IR	Other agricultural foods	          	1984	M12	2017	M09
EIUIR00100                    	U	IR	Meat, poultry & other edible animal products	          	1980	M12	2017	M09
EIUIR00120                    	U	IR	Fruit and fruit preparations including frozen juices	          	1980	M12	2017	M09
EIUIR00130                    	U	IR	Vegetables and vegetable preparations	          	1980	M12	2017	M09
EIUIR00150                    	U	IR	Food oils & oilseeds	          	2007	M12	2017	M09
EIUIR00160                    	U	IR	Bakery & confectionery products	          	1996	M12	2017	M09
EIUIR00180                    	U	IR	Other animal & vegetable preparations & products	          	2015	M12	2017	M09
EIUIR00190                    	U	IR	Wine, beer, & related products	          	1984	M12	2017	M09
EIUIR002                      	U	IR	Feedstuff and  foodgrains	          	2013	M12	2017	M09
EIUIR01                       	U	IR	Nonagricultural foods (fish, distilled beverages)	          	1984	M12	2017	M09
EIUIR01000                    	U	IR	Fish & shellfish	          	1980	M12	2017	M09
EIUIR01010                    	U	IR	Distilled alcoholic beverages	          	1984	M12	2017	M09
EIUIR1                        	U	IR	Industrial supplies & materials	          	1984	M12	2017	M09
EIUIR10                       	U	IR	Fuels & lubricants	          	1984	M12	2017	M09
EIUIR100                      	U	IR	Petroleum & petroleum products	          	1982	M06	2017	M09
EIUIR10000                    	U	IR	Crude	          	1980	M12	2017	M09
EIUIR10010                    	U	IR	Fuel oil	          	1986	M12	2017	M09
EIUIR10020                    	U	IR	Other petroleum products	          	1986	M12	2017	M09
EIUIR101                      	U	IR	Fuels, n.e.s.-coals & gas	          	1981	M09	2017	M09
EIUIR10110                    	U	IR	Gas-natural	          	1981	M09	2017	M09
EIUIR10110NG                  	U	IR	Gaseous natural gas	          	2001	M12	2017	M09
EIUIR11                       	U	IR	Paper & paper base stocks	          	1980	M12	2017	M09
EIUIR110                      	U	IR	Woodpulp	          	2009	M12	2017	M09
EIUIR111                      	U	IR	Newsprint & other paper products	          	1980	M12	2017	M09
EIUIR11110                    	U	IR	Coated and uncoated paper/paperboard	          	1980	M12	2017	M09
EIUIR12                       	U	IR	Materials associated with nondurable supplies & materials	          	1984	M03	2017	M09
EIUIR120                      	U	IR	Agricultural products used for industrial supplies and materials	          	1984	M12	2017	M09
EIUIR12070                    	U	IR	Other agricultural products (tobacco, waxes, nonfood oils)	          	1984	M12	2017	M09
EIUIR121                      	U	IR	Textile supplies & related materials	          	1984	M12	2017	M09
EIUIR12135                    	U	IR	Synthetic cloth, fabric, and thread	          	1996	M12	2017	M09
EIUIR12150                    	U	IR	Finished textile industrial supplies	          	2011	M12	2017	M09
EIUIR125                      	U	IR	Chemicals, excluding medicinals	          	1984	M12	2017	M09
EIUIR12500                    	U	IR	Plastic materials	          	1984	M12	2017	M09
EIUIR12510                    	U	IR	Fertilizers, pesticides & insecticides	          	2007	M12	2017	M09
EIUIR12530                    	U	IR	Industrial inorganic  chemicals	          	2016	M12	2017	M09
EIUIR12540                    	U	IR	Industrial organic  chemicals	          	2012	M12	2017	M09
EIUIR12550                    	U	IR	Other chemicals (coloring agents)	          	1992	M12	2017	M09
EIUIR13                       	U	IR	Selected building materials	          	1980	M12	2017	M09
EIUIR130                      	U	IR	Lumber and other unfinished building materials	          	1980	M12	2017	M09
EIUIR13000                    	U	IR	Lumber & wood in the rough	          	1980	M12	2017	M09
EIUIR13020                    	U	IR	Stone, sand, cement and lime	          	2001	M12	2017	M09
EIUIR131                      	U	IR	Building materials, finished	          	1980	M12	2017	M09
EIUIR13110                    	U	IR	Other finished building materials	          	1996	M12	2017	M09
EIUIR13120                    	U	IR	Nontextile floor & wall coverings; mach. parts of china	          	2007	M12	2017	M09
EIUIR14                       	U	IR	Unfinished metals related to durable goods	          	1981	M12	2017	M09
EIUIR140                      	U	IR	Steelmaking & ferroalloying matls	          	1984	M12	2017	M09
EIUIR141                      	U	IR	Iron & steel mill products	          	1980	M12	2017	M09
EIUIR142                      	U	IR	Major nonferrous metals-crude	          	1981	M12	2017	M09
EIUIR14200                    	U	IR	Bauxite, alumina, aluminum, and products thereof	          	1986	M09	2017	M09
