series_code	seasonal	index	series_name	footnote_codes	begin_year	begin_period	end_year	end_period
EIUIZ3351                     	U	IZ	Electric lighting equipment manufacturing	          	2005	M12	2017	M09
EIUIZ33512                    	U	IZ	Lighting fixture manufacturing	          	2005	M12	2017	M09
EIUIZ3352                     	U	IZ	Household appliance manufacturing	          	2005	M12	2017	M09
EIUIZ33521                    	U	IZ	Small electrical appliance manufacturing	          	2005	M12	2017	M09
EIUIZ33522                    	U	IZ	Major household appliance manufacturing	          	2005	M12	2017	M09
EIUIZ3359                     	U	IZ	Other electrical equipment and component manufacturing	          	2005	M12	2017	M09
EIUIZ33591                    	U	IZ	Battery manufacturing	          	2009	M12	2017	M09
EIUIZ33592                    	U	IZ	Communication and energy wire and cable manufacturing	          	2016	M12	2017	M09
EIUIZ33593                    	U	IZ	Wiring device  manufacturing	          	2013	M12	2017	M09
EIUIZ33599                    	U	IZ	All other electrical equipment and component manufacturing	          	2005	M12	2017	M09
EIUIZ336                      	U	IZ	Transportation equipment manufacturing	          	2005	M12	2017	M09
EIUIZ3361                     	U	IZ	Motor vehicle manufacturing	          	2005	M12	2017	M09
EIUIZ33611                    	U	IZ	Automobile and light duty motor vehicle manufacturing	          	2005	M12	2017	M09
EIUIZ33612                    	U	IZ	Heavy duty truck manufacturing	          	2015	M12	2017	M09
EIUIZ3363                     	U	IZ	Motor vehicle parts manufacturing	          	2005	M12	2017	M09
EIUIZ33631                    	U	IZ	Motor vehicle gasoline engine and engine parts manufacturing	          	2005	M12	2017	M09
EIUIZ33632                    	U	IZ	Motor vehicle electrical and electronic equipment manufacturing	          	2005	M12	2017	M09
EIUIZ33633                    	U	IZ	Motor vehicle steering and suspension components manufacturing	          	2016	M12	2017	M09
EIUIZ33634                    	U	IZ	Motor vehicle brake system manufacturing	          	2005	M12	2017	M09
EIUIZ33635                    	U	IZ	Motor vehicle transmission and power train parts manufacturing	          	2005	M12	2017	M09
EIUIZ33636                    	U	IZ	Motor vehicle seating and interior trim manufacturing	          	2012	M12	2017	M09
EIUIZ33639                    	U	IZ	Other motor vehicle parts manufacturing	          	2005	M12	2017	M09
EIUIZ3364                     	U	IZ	Aerospace product and parts manufacturing	          	2005	M12	2017	M09
EIUIZ3369                     	U	IZ	Other transportation equipment manufacturing	          	2005	M12	2017	M09
EIUIZ337                      	U	IZ	Furniture and related product manufacturing	          	2005	M12	2017	M09
EIUIZ3371                     	U	IZ	Household and institutional furniture and kitchen cabinet manufacturing	          	2005	M12	2017	M09
EIUIZ3372                     	U	IZ	Office furniture (including fixtures) manufacturing	          	2005	M12	2017	M09
EIUIZ339                      	U	IZ	Miscellaneous manufacturing	          	2005	M12	2017	M09
EIUIZ3391                     	U	IZ	Medical equipment and supplies manufacturing	          	2005	M12	2017	M09
EIUIZ3399                     	U	IZ	Other miscellaneous manufacturing	          	2005	M12	2017	M09
EIUIZ33991                    	U	IZ	Jewelry and silverware manufacturing	          	2005	M12	2017	M09
EIUIZ33992                    	U	IZ	Sporting and athletic goods manufacturing	          	2005	M12	2017	M09
EIUIZ33993                    	U	IZ	Doll, toy, and game manufacturing	          	2005	M12	2017	M09
EIUIZ33999                    	U	IZ	All other miscellaneous manufacturing	          	2005	M12	2017	M09
EIUIZMANU                     	U	IZ	Manufacturing	          	2005	M12	2017	M09
EIUIZNONMANU                  	U	IZ	Nonmanufacturing	          	2005	M12	2017	M09
