industry_code	industry_text	display_level	selectable	sort_sequence
332322	Sheet metal work manufacturing	7	T	672	
332323	Ornamental and architectural metal work mfg.	7	T	673	
33232X	Ornamental and architectural metal products	6	T	670	
3323XX	Architectural and structural metals mfg.	5	T	665	
33241X	Power boiler and heat exchanger manufacturing	6	T	675	
33242X	Metal tank heavy gauge manufacturing	6	T	676	
332431	Metal can manufacturing	7	T	678	
332439	Other metal container manufacturing	7	T	679	
33243X	Metal can box and other container mfg.	6	T	677	
3324XX	Boiler tank and shipping container mfg.	5	T	674	
3325XX	Hardware manufacturing	5	T	680	
332611	Spring (Heavy Gauge) Mfg(discontinued in 2014)	1	T	684	
332612	Spring (Light Gauge) Mfg(discontinued in 2014)	1	T	685	
332613	Spring manufacturing	7	T	686	
332618	Other fabricated wire product manufacturing	7	T	687	
33261X	Spring and wire product manufacturing	6	T	683	
3326XX	Spring and wire product manufacturing	5	T	682	
33271X	Machine shops	6	T	689	
332721	Precision turned product manufacturing	7	T	691	
332722	Bolt nut screw rivet and washer mfg.	7	T	692	
33272X	Turned product and screw nut and bolt mfg.	6	T	690	
3327XX	Machine shops and threaded product mfg.	5	T	688	
332811	Metal heat treating	7	T	695	
332812	Metal coating and nonprecious engraving	7	T	696	
332813	Electroplating anodizing and coloring metal	7	T	697	
33281X	Coating engraving and heat treating metals	6	T	694	
3328XX	Coating engraving and heat treating metals	5	T	693	
332911	Industrial valve manufacturing	7	T	700	
332912	Fluid power valve and hose fitting mfg.	7	T	701	
332913	Plumbing fixture fitting and trim mfg.	7	T	702	
332919	Other metal valve and pipe fitting mfg.	7	T	703	
33291X	Metal valve manufacturing	6	T	699	
332991	Ball and roller bearing manufacturing	7	T	705	
332992	Small arms ammunition manufacturing	7	T	706	
332993	Ammunition except small arms manufacturing	7	T	707	
332994	Small arms ordnance and accessories mfg.(definition changed in 2014)	7	T	708	
332995	Other Ordnance and Accessories Mfg(discontinued in 2014)	1	T	709	
332996	Fabricated pipe and pipe fitting mfg.	7	T	710	
332997	Industrial Pattern Mfg(discontinued in 2014)	1	T	711	
332998	Enameled Iron and Metal Sanitary Ware Mfg(discontinued in 2014)	1	T	712	
332999	Miscellaneous fabricated metal product mfg.(definition changed in 2014)	7	T	713	
33299X	All other fabricated metal product mfg.	6	T	704	
3329XX	Other fabricated metal product manufacturing	5	T	698	
332XXX	Fabricated metal product manufacturing	4	T	647	
333111	Farm machinery and equipment manufacturing	7	T	717	
333112	Lawn and garden equipment manufacturing	7	T	718	
33311X	Agricultural implement manufacturing	6	T	716	
33312X	Construction machinery manufacturing	6	T	719	
333131	Mining machinery and equipment manufacturing	7	T	721	
333132	Oil and gas field machinery and equipment	7	T	722	
33313X	Mining and oil and gas field machinery mfg.	6	T	720	
3331XX	Ag. construction and mining machinery mfg.	5	T	715	
33321X	Sawmill and Woodworking Machinery Mfg(discontinued in 2014)	1	T	724	
33322X	Plastics and Rubber Industry Machinery Mfg(discontinued in 2014)	1	T	725	
333241	Food product machinery manufacturing(code changed in 2014)	7	T	727	
333242	Semiconductor machinery manufacturing(code changed in 2014)	7	T	728	
333243	Sawmill woodworking and paper machinery mfg	7	T	729	
333244	Printing machinery and equipment mfg.(code changed in 2014)	7	T	730	
333249	Other industrial machinery manufacturing	7	T	731	
33324X	Industrial machinery manufacturing	6	T	726	
333291	Paper Industry Machinery Mfg(discontinued in 2014)	1	T	732	
333293	Printing Machinery and Equipment Mfg(discontinued in 2014)(code changed in 2014)	1	T	734	
333294	Food Product Machinery Mfg(discontinued in 2014)(code changed in 2014)	1	T	735	
333295	Semiconductor Machinery Mfg(discontinued in 2014)(code changed in 2014)	1	T	736	
333298	All Other Industrial Machinery Mfg(discontinued in 2014)	1	T	737	
33329X	Other industrial machinery manufacturing (scope changed in 2009)	6	T	704	
3332XX	Industrial machinery manufacturing	5	T	723	
333311	Automatic Vending Machine Mfg(discontinued in 2014)	1	T	740	
333312	Commercial Laundry Drycleaning and Pressing  Machine Mfg(discontinued in 2014)	1	T	741	
333313	Office Machinery Mfg(discontinued in 2014)	1	T	742	
333314	Optical instrument and lens manufacturing	7	T	743	
333315	Photographic and Photocopying Equipment Mfg(discontinued in 2014)	1	T	744	
333316	Photographic and photocopying equipment mfg.	7	T	745	
333318	Other industry machinery manufacturing	7	T	746	
333319	Other Commercial and Service Industry Machinery Mfg(discontinued in 2014)	1	T	747	
33331X	Commercial and service industry machinery	6	T	739	
3333XX	Commercial and service industry machinery	5	T	738	
333411	Air Purification Equipment Mfg(discontinued in 2014)	1	T	750	
333412	Industrial and Commercial Fan and Blower Mfg(discontinued in 2014)	1	T	751	
333413	Air purification fan and blower equip. mfg.	7	T	752	
333414	Heating equipment except warm air furnaces	7	T	753	
333415	Ac refrigeration and forced air heating	7	T	754	
33341X	Hvac and commercial refrigeration equipment	6	T	749	
3334XX	Hvac and commercial refrigeration equipment	5	T	748	
333511	Industrial mold manufacturing	7	T	757	
333512	Machine Tool (Metal Cutting Types) Mfg(discontinued in 2014)	1	T	758	
333513	Machine Tool (Metal Forming Types) Mfg(discontinued in 2014)	1	T	759	
333514	Special tool die jig and fixture mfg.	7	T	760	
333515	Cutting tool and machine tool accessory mfg.	7	T	761	
333516	Rolling Mill Machinery and Equipment Mfg(discontinued in 2014)	1	T	762	
333517	Machine tool manufacturing	7	T	763	
333518	Other Metalworking Machinery Mfg(discontinued in 2014)	1	T	764	
333519	Rolling mill and other machinery mfg.	7	T	765	
33351X	Metalworking machinery manufacturing	6	T	756	
3335XX	Metalworking machinery manufacturing	5	T	755	
333611	Turbine and turbine generator set units mfg.	7	T	768	
333612	Speed changer drive and gear manufacturing	7	T	769	
333613	Mechanical power transmission equipment mfg.	7	T	770	
333618	Other engine equipment manufacturing	7	T	771	
33361X	Turbine and power transmission equipment mfg.	6	T	767	
3336XX	Turbine and power transmission equipment mfg.	5	T	766	
333911	Pump and pumping equipment manufacturing	7	T	774	
333912	Air and gas compressor manufacturing	7	T	775	
33391X	Pump and compressor manufacturing	6	T	773	
333921	Elevator and moving stairway manufacturing	7	T	778	
333922	Conveyor and conveying equipment mfg.	7	T	779	
333923	Overhead cranes hoists and monorail systems	7	T	780	
333924	Industrial truck trailer and stacker mfg.	7	T	781	
33392X	Material handling equipment manufacturing	6	T	777	
333991	Power-driven handtool manufacturing	7	T	783	
333992	Welding and soldering equipment manufacturing	7	T	784	
333993	Packaging machinery manufacturing	7	T	785	
333994	Industrial process furnace and oven mfg.	7	T	786	
333995	Fluid power cylinder and actuator mfg.	7	T	787	
333996	Fluid power pump and motor manufacturing	7	T	788	
333997	Scale and balance manufacturing	7	T	789	
333999	Miscellaneous general purpose machinery mfg.	7	T	790	
33399X	All other general purpose machinery mfg.	6	T	782	
3339XX	Other general purpose machinery manufacturing	5	T	772	
333XXX	Machinery manufacturing	4	T	714	
334111	Electronic computer manufacturing	7	T	794	
334112	Computer storage device manufacturing	7	T	795	
334113	Computer Terminal Mfg(discontinued in 2014)	1	T	796	
334118	Computer terminal and peripheral equip. mfg.	7	T	797	
334119	Other Computer Peripheral Equipment Mfg(discontinued in 2014)	1	T	798	
33411X	Computer and peripheral equipment mfg.	6	T	793	
3341XX	Computer and peripheral equipment mfg.	5	T	792	
33421X	Telephone apparatus manufacturing	6	T	800	
33422X	Broadcast and wireless communications equip.	6	T	801	
33429X	Other communications equipment manufacturing	6	T	802	
3342XX	Communications equipment manufacturing	5	T	799	
3343XX	Audio and video equipment manufacturing	5	T	803	
334411	Electron Tube Mfg(discontinued in 2014)	1	T	807	
334412	Bare printed circuit board manufacturing	7	T	808	
334413	Semiconductors and related device mfg.	7	T	809	
334414	Electronic Capacitor Mfg(discontinued in 2014)	1	T	810	
334416	Capacitor transformer and inductor mfg.(definition changed in 2014)	7	T	812	
334417	Electronic connector manufacturing	7	T	813	
334418	Printed circuit assembly manufacturing	7	T	814	
334419	Other electronic component manufacturing(definition changed in 2014)	7	T	815	
33441X	Semiconductor and electronic component mfg.	6	T	806	
3344XX	Semiconductor and electronic component mfg.	5	T	805	
334510	Electromedical apparatus manufacturing	7	T	817	
334511	Search detection and navigation instruments	7	T	819	
334512	Automatic environmental control manufacturing	7	T	820	
334513	Industrial process variable instruments	7	T	821	
334514	Totalizing fluid meters and counting devices	7	T	822	
334515	Electricity and signal testing instruments	7	T	823	
334516	Analytical laboratory instrument mfg.	7	T	824	
334517	Irradiation apparatus manufacturing	7	T	825	
334518	Watch Clock and Part Mfg(discontinued in 2014)	1	T	826	
334519	Other measuring and controlling device mfg.(definition changed in 2014)	7	T	827	
33451X	Electronic instrument manufacturing	6	T	818	
3345XX	Electronic instrument manufacturing	5	T	816	
334611	Software Reproducing(discontinued in 2014)	1	T	830	
334612	Prerecorded Compact Disc (except Software) Tape and Record Reproducing(discontinued in 2014)	1	T	831	
334613	Magnetic and optical recording media mfg.(title changed in 2014)	7	T	832	
334614	Software and other prerecorded reproducing	7	T	833	
33461X	Magnetic media manufacturing and reproducing	6	T	829	
3346XX	Magnetic media manufacturing and reproducing	5	T	828	
334XXX	Computer and electronic product manufacturing	4	T	791	
33511X	Electric lamp bulb and part manufacturing	6	T	836	
335121	Residential electric lighting fixture mfg.	7	T	838	
335122	Nonresidential electric lighting fixture mfg.	7	T	839	
335129	Other lighting equipment manufacturing	7	T	840	
33512X	Lighting fixture manufacturing	6	T	837	
3351XX	Electric lighting equipment manufacturing	5	T	835	
335211	Electric Housewares and Household Fan Mfg(discontinued in 2014)	1	T	843	
335212	Household Vacuum Cleaner Mfg(discontinued in 2014)	1	T	844	
33521X	Small electrical appliance manufacturing	6	T	842	
335221	Household cooking appliance manufacturing	7	T	846	
335222	Household refrigerator and home freezer mfg.	7	T	847	
335228	Other major household appliance manufacturing	7	T	849	
33522X	Major appliance manufacturing	6	T	845	
3352XX	Household appliance manufacturing	5	T	841	
335311	Electric power and specialty transformer mfg.	7	T	852	
335312	Motor and generator manufacturing	7	T	853	
335313	Switchgear and switchboard apparatus mfg.	7	T	854	
335314	Relay and industrial control manufacturing	7	T	855	
33531X	Electrical equipment manufacturing	6	T	851	
3353XX	Electrical equipment manufacturing	5	T	850	
335911	Storage battery manufacturing	7	T	858	
335912	Primary battery manufacturing	7	T	859	
33591X	Battery manufacturing	6	T	857	
335921	Fiber optic cable manufacturing	7	T	861	
335929	Other communication and energy wire mfg.	7	T	862	
33592X	Communication and energy wire and cable mfg.	6	T	860	
335931	Current-carrying wiring device manufacturing	7	T	864	
335932	Noncurrent-carrying wiring device mfg.	7	T	865	
33593X	Wiring device manufacturing	6	T	863	
335991	Carbon and graphite product manufacturing	7	T	867	
335999	Miscellaneous electrical equipment mfg.	7	T	868	
33599X	Other electrical equipment and component mfg.	6	T	866	
3359XX	Other electrical equipment and component mfg.	5	T	856	
335XXX	Electrical equipment and appliance mfg.	4	T	834	
336111	Automobile manufacturing	7	T	872	
336112	Light truck and utility vehicle manufacturing	7	T	873	
33611X	Automobile and light truck manufacturing	6	T	871	
33612X	Heavy duty truck manufacturing	6	T	874	
3361XX	Motor vehicle manufacturing	5	T	870	
336211	Motor vehicle body manufacturing	7	T	877	
336212	Truck trailer manufacturing	7	T	878	
336213	Motor home manufacturing	7	T	879	
336214	Travel trailer and camper manufacturing	7	T	880	
33621X	Motor vehicle body and trailer manufacturing	6	T	876	
3362XX	Motor vehicle body and trailer manufacturing	5	T	875	
336311	Carburetor Piston Piston Ring and Valve Mfg(discontinued in 2014)	1	T	883	
336312	Gasoline Engine and Engine Parts Mfg(discontinued in 2014)	1	T	884	
33631X	Motor vehicle gasoline engine and parts mfg.	6	T	882	
336321	Vehicular Lighting Equipment Mfg(discontinued in 2014)	1	T	886	
336322	Other Motor Vehicle Electrical and Electronic Equipment Mfg(discontinued in 2014)	1	T	887	
33632X	Motor vehicle electric equipment	6	T	885	
33633X	Motor vehicle steering and suspension parts	6	T	888	
33634X	Motor vehicle brake system manufacturing	6	T	889	
33635X	Motor vehicle power train components mfg.	6	T	890	
33636X	Motor vehicle seating and interior trim mfg.	6	T	891	
33637X	Motor vehicle metal stamping	6	T	892	
336391	Motor Vehicle Air-Conditioning Mfg(discontinued in 2014)	1	T	894	
336399	All Other Motor Vehicle Parts Mfg(discontinued in 2014)	1	T	895	
33639X	Other motor vehicle parts manufacturing	6	T	893	
3363XX	Motor vehicle parts manufacturing	5	T	881	
336411	Aircraft manufacturing	7	T	898	
336412	Aircraft engine and engine parts mfg.	7	T	899	
336413	Other aircraft parts and equipment	7	T	900	
336414	Guided missile and space vehicle mfg.	7	T	901	
336415	Space vehicle propulsion units and parts mfg.	7	T	902	
336419	Other guided missile and space vehicle parts	7	T	903	
33641X	Aerospace product and parts manufacturing	6	T	897	
3364XX	Aerospace product and parts manufacturing	5	T	896	
3365XX	Railroad rolling stock manufacturing	5	T	904	
336611	Ship building and repairing	7	T	908	
336612	Boat building	7	T	909	
33661X	Ship and boat building	6	T	907	
3366XX	Ship and boat building	5	T	906	
336991	Motorcycle bicycle and parts manufacturing	7	T	912	
336992	Military armored vehicles and tank parts mfg.	7	T	913	
336999	All other transportation equipment mfg.	7	T	914	
33699X	Other transportation equipment manufacturing	6	T	911	
3369XX	Other transportation equipment manufacturing	5	T	910	
336XXX	Transportation equipment manufacturing	4	T	869	
33711X	Wood kitchen cabinet and countertop mfg.	6	T	917	
337121	Upholstered household furniture manufacturing	7	T	919	
337122	Nonupholstered wood household furniture mfg.	7	T	920	
337124	Metal household furniture manufacturing	7	T	921	
337125	Household furniture exc. wood or metal mfg.	7	T	922	
337127	Institutional furniture manufacturing	7	T	923	
337129	Wood Television Radio and Sewing Machine Cabinet Mfg(discontinued in 2014)	1	T	924	
33712X	Other household and institutional furniture	6	T	918	
3371XX	Household and institutional furniture mfg.	5	T	916	
337211	Wood office furniture manufacturing	7	T	927	
337212	Custom architectural woodwork and millwork	7	T	928	
337214	Office furniture except wood manufacturing	7	T	929	
337215	Showcases partitions shelving and lockers	7	T	930	
33721X	Office furniture and fixtures manufacturing	6	T	926	
3372XX	Office furniture and fixtures manufacturing	5	T	925	
33791X	Mattress manufacturing	6	T	932	
33792X	Blind and shade manufacturing	6	T	933	
3379XX	Other furniture related product manufacturing	5	T	931	
337XXX	Furniture and related product manufacturing	4	T	915	
339112	Surgical and medical instrument manufacturing	7	T	937	
339113	Surgical appliance and supplies manufacturing	7	T	938	
339114	Dental equipment and supplies manufacturing	7	T	939	
339115	Ophthalmic goods manufacturing	7	T	940	
339116	Dental laboratories	7	T	941	
33911X	Medical equipment and supplies manufacturing	6	T	936	
3391XX	Medical equipment and supplies manufacturing	5	T	935	
339911	Jewelry (except Costume) Mfg(discontinued in 2014)	1	T	944	
339913	Jewelers Material and Lapidary Work Mfg(discontinued in 2014)	1	T	946	
33991X	Jewelry and silverware manufacturing	6	T	943	
33992X	Sporting and athletic goods manufacturing	6	T	948	
339932	Game Toy and Childrens Vehicle Mfg(discontinued in 2014)	1	T	951	
33993X	Doll toy and game manufacturing	6	T	949	
339943	Marking Device Mfg(discontinued in 2014)	1	T	955	
33994X	Office supplies except paper manufacturing	6	T	952	
33995X	Sign manufacturing	6	T	957	
339991	Gasket packing and sealing device mfg.	7	T	959	
339992	Musical instrument manufacturing	7	T	960	
339993	Fastener button needle and pin mfg.	7	T	961	
339994	Broom brush and mop manufacturing	7	T	962	
339995	Burial casket manufacturing	7	T	963	
339999	All other miscellaneous manufacturing	7	T	964	
33999X	All other miscellaneous manufacturing	6	T	958	
3399XX	Other miscellaneous manufacturing	5	T	942	
339XXX	Miscellaneous manufacturing	4	T	934	
4231XX	Motor vehicle and parts merchant wholesalers	5	T	991	
4232XX	Furniture and furnishing merchant wholesalers	5	T	996	
4233XX	Lumber and const. supply merchant wholesalers	5	T	999	
4234XX	Commercial equip. merchant wholesalers	5	T	1004	
42351X	Metal merchant wholesalers	6	T	1013	
4235XX	Metal and mineral merchant wholesalers	5	T	1012	
4236XX	Electric goods merchant wholesalers	5	T	1015	
4237XX	Hardware and plumbing merchant wholesalers	5	T	1019	
42381X	Construction equipment merchant wholesalers	6	T	1025	
42383X	Industrial machinery merchant wholesalers	6	T	1027	
4238XX	Machinery and supply merchant wholesalers	5	T	1024	
42391X	Sporting goods merchant wholesalers	6	T	1032	
42392X	Toy and hobby goods merchant wholesalers	6	T	1033	
42393X	Recyclable material merchant wholesalers	6	T	1034	
42394X	Jewelry merchant wholesalers	6	T	1035	
42399X	All other durable goods merchant wholesalers	6	T	1036	
4239XX	Misc. durable goods merchant wholesalers	5	T	1031	
423XXX	Merchant wholesalers durable goods	4	T	990	
4241XX	Paper and paper product merchant wholesalers	5	T	1038	
4242XX	Druggists goods merchant wholesalers	5	T	1042	
4243XX	Apparel and piece goods merchant wholesalers	5	T	1044	
4244XX	Grocery and related product wholesalers	5	T	1049	
4245XX	Farm product raw material merch. whls.	5	T	1059	
4246XX	Chemical merchant wholesalers	5	T	1063	
4247XX	Petroleum merchant wholesalers	5	T	1066	
4248XX	Alcoholic beverage merchant wholesalers	5	T	1069	
4249XX	Misc. nondurable goods merchant wholesalers	5	T	1072	
424XXX	Merchant wholesalers nondurable goods	4	T	1037	
42512X	Wholesale trade agents and brokers	6	T	1082	
4251XX	Electronic markets and agents and brokers	5	T	1080	
425XXX	Electronic markets and agents and brokers	4	T	1079	
44111X	New car dealers	6	T	1086	
44112X	Used car dealers	6	T	1087	
4411XX	Automobile dealers	5	T	1085	
44121X	Recreational vehicle dealers	6	T	1089	
44122X	Motorcycle boat and other vehicle dealers	6	T	1090	
4412XX	Other motor vehicle dealers	5	T	1088	
44131X	Automotive parts and accessories stores	6	T	1096	
44132X	Tire dealers	6	T	1097	
4413XX	Auto parts accessories and tire stores	5	T	1095	
441XXX	Motor vehicle and parts dealers	4	T	1084	
4421XX	Furniture stores	5	T	1099	
44221X	Floor covering stores	6	T	1102	
44229X	Other home furnishings stores	6	T	1103	
4422XX	Home furnishings stores	5	T	1101	
442XXX	Furniture and home furnishings stores	4	T	1098	
44311X	Appliance, television, and other electronics stores	6	T	1069	
44312X	Computer and Software Stores(discontinued in 2014)	1	T	1110	
443141	Household appliance stores(code changed in 2014)	7	T	1113	
443142	Electronics stores	7	T	1114	
44314X	Electronics and appliances stores	6	T	1112	
4431XX	Electronics and appliance stores	5	T	1107	
443XXX	Electronics and appliance stores	4	T	1106	
44411X	Home centers	6	T	1117	
44412X	Paint and wallpaper stores	6	T	1118	
44413X	Hardware stores	6	T	1119	
44419X	Other building material dealers	6	T	1120	
4441XX	Building material and supplies dealers	5	T	1116	
44421X	Outdoor power equipment stores	6	T	1122	
44422X	Nursery garden and farm supply stores	6	T	1123	
4442XX	Lawn and garden equipment and supplies stores	5	T	1121	
444XXX	Building material and garden supply stores	4	T	1115	
44511X	Supermarkets and other grocery stores	6	T	1126	
44512X	Convenience stores	6	T	1127	
4451XX	Grocery stores	5	T	1125	
44521X	Meat markets	6	T	1129	
44523X	Fruit and vegetable markets	6	T	1131	
44529X	Other specialty food stores	6	T	1132	
4452XX	Specialty food stores	5	T	1128	
4453XX	Beer wine and liquor stores	5	T	1136	
445XXX	Food and beverage stores	4	T	1124	
44611X	Pharmacies and drug stores	6	T	1140	
44612X	Cosmetic and beauty supply stores	6	T	1141	
44619X	Other health and personal care stores	6	T	1143	
4461XX	Health and personal care stores	5	T	1139	
446XXX	Health and personal care stores	4	T	1138	
44711X	Gasoline stations with convenience stores	6	T	1148	
44719X	Other gasoline stations	6	T	1149	
4471XX	Gasoline stations	5	T	1147	
447XXX	Gasoline stations	4	T	1146	
44811X	Mens clothing stores	6	T	1152	
44812X	Womens clothing stores	6	T	1153	
44813X	Childrens and infants clothing stores	6	T	1154	
44814X	Family clothing stores	6	T	1155	
44815X	Clothing accessories stores	6	T	1156	
44819X	Other clothing stores	6	T	1157	
4481XX	Clothing stores	5	T	1151	
4482XX	Shoe stores	5	T	1158	
44831X	Jewelry stores	6	T	1161	
44832X	Luggage and leather goods stores	6	T	1162	
4483XX	Jewelry luggage and leather goods stores	5	T	1160	
448XXX	Clothing and clothing accessories stores	4	T	1150	
45111X	Sporting goods stores	6	T	1165	
45112X	Hobby toy and game stores	6	T	1166	
45113X	Sewing needlework and piece goods stores	6	T	1167	
45114X	Musical instrument and supplies stores	6	T	1168	
4511XX	Sporting goods and musical instrument stores	5	T	1164	
451211	Book stores	7	T	1171	
451212	News dealers and newsstands	7	T	1172	
45121X	Book stores and news dealers	6	T	1170	
4512XX	Book periodical and music stores	5	T	1169	
451XXX	Sporting goods hobby book and music stores	4	T	1163	
45211X	Department stores	6	T	1176	
4521XX	Department stores	5	T	1175	
45291X	Warehouse clubs and supercenters	6	T	1180	
45299X	All other general merchandise stores	6	T	1181	
4529XX	Other general merchandise stores	5	T	1179	
452XXX	General merchandise stores	4	T	1174	
4531XX	Florists	5	T	1183	
45321X	Office supplies and stationery stores	6	T	1186	
45322X	Gift novelty and souvenir stores	6	T	1187	
4532XX	Office supplies stationery and gift stores	5	T	1185	
4533XX	Used merchandise stores	5	T	1188	
45391X	Pet and pet supplies stores	6	T	1191	
45393X	Manufactured mobile home dealers	6	T	1193	
45399X	All other miscellaneous store retailers	6	T	1194	
4539XX	Other miscellaneous store retailers	5	T	1190	
453XXX	Miscellaneous store retailers	4	T	1182	
454111	Electronic shopping	7	T	1200	
454112	Electronic auctions	7	T	1201	
454113	Mail-order houses	7	T	1202	
45411X	Electronic shopping and mail-order houses	6	T	1199	
4541XX	Electronic shopping and mail-order houses	5	T	1198	
4542XX	Vending machine operators	5	T	1203	
45431X	Fuel dealers	6	T	1206	
45439X	Other direct selling establishments	6	T	1210	
4543XX	Direct selling establishments	5	T	1205	
454XXX	Nonstore retailers	4	T	1197	
481111	Scheduled passenger air transportation	7	T	1215	
481112	Scheduled freight air transportation	7	T	1216	
48111X	Scheduled air transportation	6	T	1214	
4811XX	Scheduled air transportation	5	T	1213	
4812XX	Nonscheduled air transportation	5	T	1217	
481XXX	Air transportation	4	T	1212	
482XXX	Rail transportation	4	T	1222	
483111	Deep sea freight transportation	7	T	1230	
483112	Deep sea passenger transportation	7	T	1231	
483113	Coastal and great lakes freight transport.	7	T	1232	
483114	Coastal and great lakes passenger transport.	7	T	1233	
48311X	Sea coastal and great lakes transportation	6	T	1229	
4831XX	Sea coastal and great lakes transportation	5	T	1228	
483211	Inland water freight transportation	7	T	1236	
483212	Inland water passenger transportation	7	T	1237	
48321X	Inland water transportation	6	T	1235	
4832XX	Inland water transportation	5	T	1234	
483XXX	Water transportation	4	T	1227	
48411X	General freight trucking local	6	T	1240	
484121	General freight trucking long-distance tl	7	T	1242	
48412X	General freight trucking long-distance	6	T	1241	
4841XX	General freight trucking	5	T	1239	
48421X	Used household and office goods moving	6	T	1245	
48422X	Other specialized trucking local	6	T	1246	
48423X	Other specialized trucking long-distance	6	T	1247	
4842XX	Specialized freight trucking	5	T	1244	
484XXX	Truck transportation	4	T	1238	
4851XX	Urban transit systems	5	T	1249	
4852XX	Interurban and rural bus transportation	5	T	1255	
48531X	Taxi service	6	T	1258	
48532X	Limousine service	6	T	1259	
4853XX	Taxi and limousine service	5	T	1257	
4854XX	School and employee bus transportation	5	T	1260	
4855XX	Charter bus industry	5	T	1262	
4859XX	Other ground passenger transportation	5	T	1264	
485XXX	Transit and ground passenger transportation	4	T	1248	
4862XX	Pipeline transportation of natural gas	5	T	1271	
486XXX	Pipeline transportation	4	T	1268	
4871XX	Scenic and sightseeing transportation land	5	T	1277	
4872XX	Scenic and sightseeing transportation water	5	T	1279	
4879XX	Scenic and sightseeing transportation other	5	T	1281	
487XXX	Scenic and sightseeing transportation	4	T	1276	
48811X	Airport operations	6	T	1285	
4881XX	Support activities for air transportation	5	T	1284	
4882XX	Support activities for rail transportation	5	T	1289	
48831X	Port and harbor operations	6	T	1292	
48832X	Marine cargo handling	6	T	1293	
48833X	Navigational services to shipping	6	T	1294	
48839X	Other support activities for water transport.	6	T	1295	
4883XX	Support activities for water transportation	5	T	1291	
48841X	Motor vehicle towing	6	T	1297	
48849X	Other support activities for road transport.	6	T	1298	
4884XX	Support activities for road transportation	5	T	1296	
4885XX	Freight transportation arrangement	5	T	1299	
4889XX	Other support activities for transportation	5	T	1301	
488XXX	Support activities for transportation	4	T	1283	
4921XX	Couriers and express delivery services	5	T	1309	
4922XX	Local messengers and local delivery	5	T	1311	
492XXX	Couriers and messengers	4	T	1308	
49311X	General warehousing and storage	6	T	1315	
49312X	Refrigerated warehousing and storage	6	T	1316	
49313X	Farm product warehousing and storage	6	T	1317	
49319X	Other warehousing and storage	6	T	1318	
4931XX	Warehousing and storage	5	T	1314	
493XXX	Warehousing and storage	4	T	1313	
51111X	Newspaper publishers	6	T	1323	
51112X	Periodical publishers	6	T	1324	
51113X	Book publishers	6	T	1325	
51114X	Directory and mailing list publishers	6	T	1326	
51119X	Other publishers	6	T	1327	
5111XX	Newspaper book and directory publishers	5	T	1322	
5112XX	Software publishers	5	T	1330	
511XXX	Publishing industries except internet	4	T	1321	
51213X	Motion picture and video exhibition	6	T	1336	
51219X	Postproduction and other related industries	6	T	1339	
5121XX	Motion picture and video industries	5	T	1333	
512XXX	Motion picture and sound recording industries	4	T	1332	
51511X	Radio broadcasting	6	T	1350	
51512X	Television broadcasting	6	T	1353	
5151XX	Radio and television broadcasting	5	T	1349	
5152XX	Cable and other subscription programming	5	T	1354	
515XXX	Broadcasting except internet	4	T	1348	
5171XX	Wired telecommunications carriers	5	T	1357	
5172XX	Wireless telecommunications carriers	5	T	1359	
5174XX	Satellite telecommunications	5	T	1361	
5179XX	Other telecommunications	5	T	1363	
517XXX	Telecommunications	4	T	1356	
5182XX	Data processing hosting and related services	5	T	1368	
518XXX	Data processing hosting and related services	4	T	1367	
51911X	News syndicates	6	T	1372	
51912X	Libraries and archives	6	T	1373	
51913X	Internet publishing and web search portals	6	T	1374	
51919X	All other information services	6	T	1375	
5191XX	Other information services	5	T	1371	
519XXX	Other information services	4	T	1370	
521XXX	Monetary authorities - central bank	4	T	1378	
52211X	Commercial banking	6	T	1383	
52212X	Savings institutions	6	T	1384	
52213X	Credit unions	6	T	1385	
5221XX	Depository credit intermediation	5	T	1382	
52221X	Credit card issuing	6	T	1388	
52222X	Sales financing	6	T	1389	
52229X	Other nondepository credit intermediation	6	T	1390	
5222XX	Nondepository credit intermediation	5	T	1387	
52231X	Mortgage and nonmortgage loan brokers	6	T	1397	
52232X	Financial transaction processing and clearing	6	T	1398	
52239X	Other credit intermediation activities	6	T	1399	
5223XX	Activities related to credit intermediation	5	T	1396	
522XXX	Credit intermediation and related activities	4	T	1381	
52311X	Investment banking and securities dealing	6	T	1402	
52312X	Securities brokerage	6	T	1403	
5231XX	Securities and commodity contracts brokerage	5	T	1401	
52392X	Portfolio management	6	T	1410	
52393X	Investment advice	6	T	1411	
52399X	All other financial investment activities	6	T	1412	
5239XX	Other financial investment activities	5	T	1408	
523XXX	Securities commodity contracts investments	4	T	1400	
52411X	Direct life and health insurance carriers	6	T	1417	
52412X	Direct insurers except life and health	6	T	1420	
52413X	Reinsurance carriers	6	T	1424	
5241XX	Insurance carriers	5	T	1416	
52421X	Insurance agencies and brokerages	6	T	1426	
52429X	Other insurance related activities	6	T	1427	
5242XX	Insurance agencies and brokerages	5	T	1425	
524XXX	Insurance carriers and related activities	4	T	1415	
52519X	Other insurance funds	6	T	1435	
5251XX	Insurance and employee benefit funds	5	T	1432	
52591X	Open-end investment funds	6	T	1437	
5259XX	Other investment pools and funds	5	T	1436	
525XXX	Funds trusts and other financial vehicles	4	T	1431	
53111X	Lessors of residential buildings	6	T	1443	
53112X	Lessors of nonresidential buildings	6	T	1444	
53113X	Miniwarehouse and self-storage unit operators	6	T	1445	
53119X	Lessors of other real estate property	6	T	1446	
